,GSV_ID,SBI,SLI,SVI,TFI,PSI,SI,GVI,SAI,AI,EPI
323,azL_PBakFShfDJLf4jve_w,0.02,0.0,0.0,0.01,0.03,0.19,0.38,0.0,19.69,1.11
324,a_gKg3ZFYlpNgl0PtsOtog,0.01,0.0,0.0,0.01,0.01,0.23,0.36,0.0,16.78,1.84
325,b-ALf3ysy4yNKVEIss9mow,0.0,0.0,0.0,0.03,0.06,0.19,0.0,0.0,999.0,1.06
326,b0oC6nuepwFQghlE6lBPAQ,0.0,0.0,0.0,0.06,0.05,0.24,0.04,0.0,143.53,1.02
327,B2GG0Q0r-RxiXt3RMjQ0Wg,0.02,0.0,0.0,0.03,0.07,0.3,0.08,0.0,17.81,0.64
328,B4nYJyPtPhkZSOuZtXwSgA,0.05,0.0,0.0,0.05,0.07,0.16,0.02,0.0,5.83,1.33
329,b4RJzJi9tsmCNHrMeOD4Jw,0.04,0.0,0.0,0.08,0.07,0.17,0.12,0.0,5.41,2.73
330,b4zv1ATb-zd84OtUZhl3Ng,0.08,0.0,0.0,0.01,0.1,0.29,0.11,0.0,3.98,1.15
331,b72aCdLoPRCMjjZu3i6nVw,0.08,0.0,0.0,0.01,0.07,0.28,0.07,0.0,3.54,1.51
332,B8hci77_zl_s_IjSYmCLKg,0.0,0.0,0.0,0.07,0.13,0.13,0.0,0.0,233.7,1.84
333,B94qj9HeKJSO24LOernVjA,0.17,0.0,0.0,0.1,0.09,0.04,0.0,0.0,1.08,3.13
334,BA759D3d83Jjh0JDmQTP3Q,0.02,0.0,0.0,0.03,0.05,0.25,0.12,0.0,24.2,0.78
335,balm7vpqkY6wvhzUOV8bYQ,0.03,0.0,0.0,0.04,0.19,0.09,0.16,0.0,9.17,2.26
336,bALy-NLZGiMgNeT3uclUtw,0.01,0.0,0.0,0.04,0.11,0.09,0.09,0.0,24.86,1.85
337,bCTf_YWtIn9Zv9VIwTHutg,0.02,0.0,0.0,0.03,0.11,0.13,0.1,0.0,16.11,1.41
338,BDnTosdjyZgVsuetAGaFog,0.02,0.0,0.0,0.02,0.02,0.3,0.02,0.0,26.8,0.59
339,BgjEp5jKjYzi7rnFdEsVJQ,0.1,0.0,0.0,0.03,0.02,0.22,0.09,0.0,2.88,1.58
340,BgrP_NWRYW8IzqOmKJppCQ,0.01,0.0,0.0,0.01,0.01,0.21,0.46,0.0,17.93,1.91
341,bH5HzRTiw9h7Us1cosKeeQ,0.05,0.0,0.0,0.07,0.11,0.02,0.27,0.0,5.31,2.06
342,bIfBbN4-s4a5ei19OAH4pw,0.04,0.0,0.0,0.09,0.05,0.24,0.01,0.0,6.62,1.39
343,BIWQblQs_MT9yEdD3qSehA,0.07,0.0,0.0,0.01,0.1,0.24,0.15,0.0,4.01,1.51
344,BJ6V6ZwUBAi1M5UR-tCHQQ,0.05,0.0,0.0,0.01,0.04,0.25,0.32,0.0,5.01,1.48
345,bjth0MYtFf4y66dOy9SIiQ,0.07,0.0,0.0,0.06,0.0,0.34,0.12,0.0,4.19,0.8
346,BJW7b4R6LOo-fQYOjcUEHw,0.03,0.0,0.0,0.03,0.09,0.13,0.15,0.0,10.37,1.64
347,BkOnkn3wmFZpK9JQ65gfsg,0.01,0.0,0.0,0.03,0.15,0.18,0.17,0.0,32.35,1.18
348,bkwLPcuqr7R3vH4ENR-tLA,0.12,0.0,0.0,0.05,0.03,0.2,0.18,0.0,1.84,2.34
349,bLJB2EVEuX4vyoevhzq1sw,0.03,0.0,0.0,0.05,0.09,0.16,0.05,0.0,9.59,1.46
350,bLy9K_DzlJoN5czPpwPo6w,0.03,0.0,0.0,0.04,0.12,0.25,0.21,0.0,12.94,1.17
351,bmO28IgTcenmprxaF-5BeQ,0.05,0.0,0.0,0.02,0.03,0.2,0.18,0.0,7.6,1.2
352,BmukBdzWMqVL4grVszqrJw,0.04,0.0,0.0,0.04,0.0,0.33,0.17,0.0,9.52,0.6
353,bnQ9irX6d9teK7pbqn2JhQ,0.01,0.0,0.0,0.09,0.07,0.26,0.04,0.0,28.43,1.21
354,Boow-ceriHYp3EZdIszydQ,0.04,0.0,0.0,0.04,0.03,0.22,0.19,0.0,5.69,1.89
355,BPj5Omf2pk0TX6KKWbj8ig,0.03,0.0,0.0,0.01,0.0,0.34,0.1,0.0,7.8,0.79
356,bPyJUuyftuIDjCXjWPRetg,0.02,0.0,0.0,0.0,0.05,0.1,0.53,0.0,4.38,6.19
357,bqQUnQkEg7VwtARJjZwLlw,0.08,0.0,0.0,0.02,0.15,0.32,0.04,0.0,4.12,1.02
358,brxjzEiFZqJ9ETUuSHzrkg,0.07,0.0,0.0,0.03,0.09,0.23,0.08,0.0,4.55,1.26
359,bRZtfv2LpiRnwxdXlLg6aw,0.01,0.0,0.0,0.04,0.07,0.2,0.18,0.0,31.33,0.89
360,BSEzhnq3J3V3Sz1jpDhEbg,0.13,0.0,0.0,0.03,0.04,0.06,0.45,0.0,1.87,2.66
361,bSyb6GOt2adiEW6cR7iUVQ,0.01,0.0,0.0,0.04,0.06,0.06,0.02,0.0,43.02,1.51
362,bSz4i4OI6qZSITky8UnnOA,0.01,0.0,0.0,0.02,0.03,0.12,0.3,0.0,47.58,1.55
363,Bt3I_M8-8hiR_VR0AXWfpw,0.3,0.0,0.0,0.03,0.0,0.11,0.07,0.0,0.96,1.36
364,bU-Ixd2xrOuFFy3R7em89Q,0.1,0.0,0.0,0.01,0.09,0.29,0.19,0.0,2.69,1.56
365,bUh__Nz3zUL8NlOsChfKbQ,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.0,66.68,2.32
366,buSrvLMkbuM9Le0YuID6_A,0.01,0.0,0.0,0.13,0.05,0.17,0.13,0.0,19.14,2.52
367,BvAJO32iNTDkTTHSEBosCg,0.0,0.0,0.0,0.0,0.07,0.15,0.63,0.0,29.86,4.53
368,bvHBX3WgplQyv2EiLWrR-g,0.03,0.0,0.01,0.03,0.11,0.08,0.13,0.0,9.39,1.79
369,Bx0ZBvW7bB5YqScjHKBYtQ,0.02,0.0,0.0,0.05,0.06,0.13,0.51,0.0,9.52,3.24
370,bX5FNeApO_qjKl1qh38AuA,0.11,0.0,0.0,0.01,0.09,0.12,0.15,0.0,2.5,2.17
371,Bxj4tu6-8u3u0FWuhK7UZA,0.25,0.0,0.0,0.01,0.0,0.1,0.08,0.0,0.9,2.85
372,bXYuu1tIDcGZgQW_A6KEOg,0.0,0.0,0.0,0.01,0.14,0.07,0.05,0.0,145.07,1.74
373,bYRPbw4q0FEeBogP2_ES7Q,0.02,0.0,0.0,0.02,0.03,0.22,0.15,0.0,21.85,0.92
374,bYTiMafpDz9vwLwyuEsP5g,0.01,0.0,0.0,0.01,0.12,0.11,0.1,0.0,29.19,1.52
375,C-CRxj8wcai9PtLi0cghCQ,0.03,0.0,0.0,0.02,0.12,0.29,0.14,0.0,14.78,0.73
376,C1SvJjFmF5GpBz2KCReOEw,0.03,0.0,0.0,0.02,0.08,0.32,0.22,0.0,9.53,1.09
377,c1x-puJqPKbHG3KTsy9JlA,0.03,0.0,0.0,0.02,0.04,0.12,0.28,0.0,13.31,1.29
378,C2d7A3LbSi29nipUHjak-g,0.02,0.0,0.0,0.02,0.03,0.29,0.09,0.0,15.81,0.71
379,c3spR1df6UrJPG46V2iXdA,0.07,0.0,0.0,0.03,0.16,0.11,0.25,0.0,4.69,1.56
380,C4HMLBBKZcQHZDrW0Cn43g,0.08,0.0,0.02,0.02,0.02,0.06,0.25,0.0,3.03,1.64
381,C4y9efT8oFB_RiPFHw_pBQ,0.01,0.0,0.0,0.09,0.03,0.18,0.08,0.0,52.5,1.42
382,Ca2zQfRmhvlcXZ-slhMixg,0.02,0.0,0.0,0.03,0.03,0.24,0.25,0.0,18.2,0.88
383,CAoSLEFGMVFpcE01d1k1UVlScTVxU0lwWG5Fek1CMDB3RWh1cVZ1SEhCTlhaX2lk,0.0,0.0,0.0,0.03,0.19,0.13,0.12,0.0,179.48,1.21
384,CAoSLEFGMVFpcE04UEpGMVVmR3RqM24yV3J2ZzhzTDJQU1lhVC0xOGNRSTZRclRi,0.0,0.0,0.0,0.09,0.05,0.05,0.0,0.0,200.73,1.43
385,CAoSLEFGMVFpcE0xSzVkY051QlhmUUJuczB5UVdFWGZvMlp5N1hSdHNLT2JlWGZl,0.33,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,999.0
386,CAoSLEFGMVFpcE1CejlueldBYjZqX19mZ3J4bEtZT3pRV3dLdDU1ZXlTRFhfcXRj,0.05,0.0,0.0,0.12,0.03,0.19,0.15,0.0,5.68,1.22
387,CAoSLEFGMVFpcE1HSzR3dTkxODQzcmJPNzJadE9UckdmbjI2dElxZlVzWHlYT0xG,0.0,0.0,0.0,0.08,0.1,0.11,0.06,0.0,118.44,1.25
388,CAoSLEFGMVFpcE1SbzR3dmk1ODlMZTRKckxSS1p5dUQtLXNCT0lNNDhnNDlmNmUz,0.02,0.0,0.0,0.0,0.06,0.11,0.04,0.0,5.08,5.66
389,CAoSLEFGMVFpcE1udU9Jam9Ed0pQbGw3ZzZIcUZCaWd5ZlNFRmUyeGdFS2kteDdu,0.48,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.02,63.05
390,CAoSLEFGMVFpcE1vN2xJREZGdENOSHlYM3JMcU41bVRtUzZ1TGZLU3NvU0Q4YlVx,0.1,0.0,0.0,0.01,0.01,0.04,0.5,0.0,1.56,3.82
391,CAoSLEFGMVFpcE1wdWlrOWxjU1lUeUtsOEtBZXE2WmNlYkV1aW9RY1pURV91V1lX,0.18,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,7132.83
392,CAoSLEFGMVFpcE1WeXBfQTlTSk5ySFNQSTB3WkNhVWJKM2FjM3AwSkU4V3hvNVY4,0.1,0.0,0.0,0.03,0.0,0.39,0.03,0.0,3.98,0.42
393,CAoSLEFGMVFpcE1xSEU1RC0tdVNqelg5bEhRQzVtVUY5eDZGMHdMYlBhY3dLN0FT,0.0,0.0,0.0,0.12,0.11,0.12,0.01,0.0,166.6,2.02
394,CAoSLEFGMVFpcE1ZRUtNZzltRmxCZ2VhLWRTNDYtMWFCMnJBYWMyQ195SEhhVUpC,0.03,0.0,0.0,0.05,0.03,0.11,0.21,0.0,5.19,4.94
395,CAoSLEFGMVFpcE44S2pNbF9hYVdoeklOdE9SM1lvZmFYcVdGS3lJejI0U1FsMFM1,0.1,0.0,0.03,0.01,0.0,0.0,0.0,0.0,0.0,999.0
396,CAoSLEFGMVFpcE4xWTh1bFdmMFV6NkhiWXg0RWpIZXdveW5QVS1JTTY5SEZwYlRy,0.0,0.0,0.0,0.02,0.13,0.08,0.0,0.0,11061.5,1.21
397,CAoSLEFGMVFpcE53ZmpqQ0xPN1FhRXd2SFRzbE1GLXNfMzJEenp3Y0JuRm5SRWlv,0.08,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.05,48.12
398,CAoSLEFGMVFpcE54RnZRenJ1UmZYelpGYThHU050d0l2WDV5VkpwQTEzUllLZ3lj,0.01,0.0,0.0,0.07,0.31,0.09,0.15,0.0,34.69,1.6
399,CAoSLEFGMVFpcE5CM2hya3ZFdUpxX1p0aS13cEl1ZEJva0VGWDJlaVVMcUlWRFhS,0.03,0.0,0.0,0.01,0.05,0.06,0.66,0.02,2.08,10.86
400,CAoSLEFGMVFpcE5DSzBtUkQwZHZuWWxXa3B2UmRZblhUMllpSWQ5QTJZLXlkeTZX,0.0,0.0,0.0,0.01,0.16,0.05,0.02,0.0,140.14,1.63
