_Collision Id,Borough Name,Borough Number,Easting,Northing,_Vehicle Id,Vehicle Type Banded,Vehicle Type,Vehicle Manoeuvres,Vehicle Skidding and Overturning,Vehicle Restricted Lane,Location of Vehicle at First Impact,Vehicle Hit Object in Carriageway,Vehicle Leaving Carriageway,Vehicle Hit Object Off Carriageway,First Point of Impact,Journey Purpose,Driver Gender,Driver Age,Driver age (Banded)
1220352073,Hammersmith & Fulham,11,525199,177928,1,Goods Vehicle,GDS =< 3.5T,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,48,35-64
1220352573,Greenwich,6,546214,179866,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Left Cwy Nearside,Hit Rd Sign/Ats,Front Hit First,Other/Not Known,Female,42,35-64
1220352575,Bexley,18,551119,174789,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,20,17-24
1220352578,Enfield,32,528889,192230,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,46,35-64
1220352580,Redbridge,14,539773,190404,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,32,25-34
1220352580,Redbridge,14,539773,190404,4,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,21,17-24
1220352588,Newham,17,543159,181261,1,Car,Car,Going Ahead Right Bend,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,Hit Kerb,Left Cwy Nearside/Rebound,Hit Tree,Front Hit First,Comm To/From Work,Male,32,25-34
1220352591,Bromley,19,535435,168744,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Jct App,Hit Parked Veh,Did Not Leave,None,Front Hit First,Unknown,Female,36,35-64
1220352594,Redbridge,14,546736,189194,4,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,31,25-34
1220352605,Tower Hamlets,5,534094,182549,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,25,25-34
1220352610,Hounslow,25,508766,174030,1,Car,Car,Going Ahead Right Bend,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Kerb,Left Cwy Nearside,Wall Or Fence,Front Hit First,Other/Not Known,Male,19,17-24
1220352611,Hillingdon,26,509531,182582,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Jct Cleared,Hit Parked Veh,Did Not Leave,None,Front Hit First,Other/Not Known,Male,23,17-24
1220352612,Haringey,31,528471,189140,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Entering R'about,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,52,35-64
1220352615,Westminster,1,529403,177887,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,26,25-34
1220352616,Greenwich,6,538111,177157,4,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,22,17-24
1220352618,Lewisham,7,536136,173287,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,31,25-34
1220352620,Islington,3,531289,182241,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,48,35-64
1220352620,Islington,3,531289,182241,2,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,37,35-64
1220352629,Lewisham,7,537401,176153,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,42,35-64
1220352635,Lewisham,7,536123,178502,1,Private Hire,Private Hire - Licensed,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,47,35-64
1220352637,Lewisham,7,538618,176708,1,Car,Car,Going Ahead Left Bend,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,51,35-64
1220352637,Lewisham,7,538618,176708,2,Car,Car,Moving Off,No Skidding/Overturn,Bus Lane,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,57,35-64
1220352641,Enfield,32,536558,199949,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Left Cwy Nearside,Entered Ditch,Front Hit First,Unknown,Male,19,17-24
1220352641,Enfield,32,536558,199949,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Left Cwy Nearside,Entered Ditch,Front Hit First,Unknown,Male,29,25-34
1220352644,Southwark,8,533459,176337,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,Hit Parked Veh,Did Not Leave,None,Front Hit First,Other/Not Known,Male,54,35-64
1220352645,Tower Hamlets,5,537850,183079,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Entering R'about,None,Did Not Leave,None,Front Hit First,Unknown,Male,21,17-24
1220352654,Barnet,30,526184,191875,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,31,25-34
1220352658,Redbridge,14,541130,190120,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Male,19,17-24
1220352658,Redbridge,14,541130,190120,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,64,35-64
1220352658,Redbridge,14,541130,190120,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,48,35-64
1220352662,Hillingdon,26,509892,178305,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Not Traced,21,17-24
1220352665,Newham,17,540669,185009,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,35,35-64
1220352667,Richmond-Upon-Thames,24,513706,172968,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,40,35-64
1220352668,Hillingdon,26,508827,176915,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,38,35-64
1220352679,Kensington & Chelsea,12,525055,178603,2,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Female,21,17-24
1220352681,Newham,17,538770,184160,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Unknown,Male,27,25-34
1220352683,Bexley,18,549656,175500,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,Hit Bollard,Did Not Leave,None,Front Hit First,Other/Not Known,Female,19,17-24
1220352684,Sutton,21,524516,163701,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,21,17-24
1220352684,Sutton,21,524516,163701,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,24,17-24
1220352686,Tower Hamlets,5,534345,180700,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,48,35-64
1220352699,Hillingdon,26,508161,191826,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,38,35-64
1220352699,Hillingdon,26,508161,191826,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,56,35-64
1220352700,Enfield,32,528906,192015,1,Car,Car,Going Ahead Right Bend,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Did Not Leave,None,Front Hit First,Unknown,Male,43,35-64
1220352702,Enfield,32,532532,194267,1,Car,Car,Waiting To Turn Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,41,35-64
1220352703,Hounslow,25,520414,178509,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,32,25-34
1220352703,Hounslow,25,520414,178509,2,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,54,35-64
1220352709,Croydon,20,531124,164235,2,Car,Car,Waiting To Turn Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,28,25-34
1220352709,Croydon,20,531124,164235,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,47,35-64
1220352714,Hammersmith & Fulham,11,524770,176780,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,34,25-34
1220352717,Newham,17,538593,184041,1,Car,Car,Turning Right,No Skidding/Overturn,Footway,Jct Cleared,None,Left Cwy Offside,None,Front Hit First,Other/Not Known,Male,44,35-64
1220352720,Croydon,20,531418,164930,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,25,25-34
1220352725,Brent,28,523175,184043,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Did Not Leave,None,Front Hit First,Other/Not Known,Female,56,35-64
1220352726,Richmond-Upon-Thames,24,515416,168661,2,Goods Vehicle,GDS 3.5-7.5T,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Leaving R'about,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,38,35-64
1220352727,Westminster,1,529144,179533,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,40,35-64
1220352729,Wandsworth,10,527668,175523,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,27,25-34
1220352730,Brent,28,518913,188782,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,47,35-64
1220352731,Brent,28,520847,186277,1,Car,Car,Going Ahead Left Bend,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,20,17-24
1220352731,Brent,28,520847,186277,2,Car,Car,Going Ahead Held Up,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,40,35-64
1220352741,Redbridge,14,543987,187080,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,63,35-64
1220352752,Ealing,27,520434,179956,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Male,42,35-64
1220352800,Camden,2,530467,181678,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,49,35-64
1220352855,Havering,15,555904,186163,2,Other Vehicle,Minibus,Unknown (S/R),No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Male,46,35-64
1220352897,Croydon,20,531020,165601,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,29,25-34
1220352943,Hillingdon,26,510973,184698,1,Car,Car,Going Ahead Held Up,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,66,65+
1220352953,Tower Hamlets,5,533539,181496,2,Taxi,Taxi,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,52,35-64
1220352955,Hounslow,25,510199,173464,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Taking Pupil To/From Sch,Female,43,35-64
1220352986,Westminster,1,530104,180248,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,51,35-64
1220352992,Haringey,31,531989,190164,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,37,35-64
1220353011,Redbridge,14,540727,190481,3,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,24,17-24
1220353011,Redbridge,14,540727,190481,4,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,21,17-24
1220353024,Greenwich,6,539030,178003,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,53,35-64
1220353026,Ealing,27,515928,179491,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,62,35-64
1220353036,Redbridge,14,546818,189186,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,45,35-64
1220353039,Bromley,19,534541,169879,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,44,35-64
1220353050,Croydon,20,537021,163782,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Female,37,35-64
1220353067,Bexley,18,547470,172715,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Leaving R'about,None,Left Cwy Nearside/Rebound,Hit Oth Object,Front Hit First,Other/Not Known,Female,32,25-34
1220353071,Bromley,19,539444,167357,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,50,35-64
1220353072,Hammersmith & Fulham,11,522385,182694,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,57,35-64
1220353078,Hackney,4,531856,187227,1,Goods Vehicle,GDS =< 3.5T,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,47,35-64
1220353079,Kensington & Chelsea,12,525253,178441,1,Goods Vehicle,GDS =< 3.5T,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,30,25-34
1220353085,Wandsworth,10,524258,174949,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,51,35-64
1220353099,Bexley,18,551231,175477,1,Goods Vehicle,GDS =< 3.5T,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Male,30,25-34
1220353101,Enfield,32,535062,194989,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,60,35-64
1220353107,Greenwich,6,543746,176460,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,52,35-64
1220353119,Richmond-Upon-Thames,24,522572,175427,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,58,35-64
1220353121,Tower Hamlets,5,538201,181760,1,Goods Vehicle,GDS =< 3.5T,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,54,35-64
1220353125,Bromley,19,540927,170147,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,26,25-34
1220353125,Bromley,19,540927,170147,2,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,27,25-34
1220353127,Tower Hamlets,5,537152,180182,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,64,35-64
1220353134,Croydon,20,532788,168039,1,Car,Car,Waiting To Turn Right,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,39,35-64
1220353136,Lambeth,9,529350,173750,1,Car,Car,Moving Off,Overturn,Footway,Not At Jct,None,Left Cwy Offside,Wall Or Fence,Front Hit First,Other/Not Known,Female,17,17-24
1220353144,Southwark,8,533893,173324,1,Goods Vehicle,GDS => 7.5T,Overtake Move Veh O/S,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,50,35-64
1220353161,Haringey,31,532637,191369,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,32,25-34
1220353200,Westminster,1,525985,183203,2,Car,Car,U-turning,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Male,37,35-64
1220353212,Hounslow,25,513093,176668,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,57,35-64
1220353213,Hillingdon,26,507775,182404,1,Private Hire,Private Hire - Licensed,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,58,35-64
1220353235,Newham,17,539253,183899,1,Car,Car,Waiting To Turn Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,37,35-64
1220353236,Southwark,8,532767,175872,1,Car,Car,Slowing Or Stopping,Skidded,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,25,25-34
1220353239,Islington,3,532421,185099,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Entering R'about,None,Did Not Leave,None,Front Hit First,Taking Pupil To/From Sch,Female,42,35-64
1220353261,Bexley,18,547343,179648,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Entering R'about,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,43,35-64
1220353268,Lambeth,9,531307,179863,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,58,35-64
1220353274,Lambeth,9,531150,178167,1,Goods Vehicle,GDS =< 3.5T,Going Ahead Left Bend,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,21,17-24
1220353284,Southwark,8,535903,174889,2,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,66,65+
1220353293,Hackney,4,533653,187719,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,51,35-64
1220353295,Hillingdon,26,506943,181933,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Male,43,35-64
1220353297,Camden,2,529355,182443,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,31,25-34
1220353302,Harrow,29,513717,189712,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,24,17-24
1220353304,Southwark,8,533188,171620,1,Car,Car,Unknown (S/R),No Skidding/Overturn,On Main CW - Not Rest.,Unknown (S/R),Unknown (S/R),Did Not Leave,None,Front Hit First,Comm To/From Work,Female,50,35-64
1220353305,Hounslow,25,521573,178119,2,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,32,25-34
1220353307,Redbridge,14,546676,187032,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,34,25-34
1220353308,Sutton,21,528930,163818,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,89,65+
1220353308,Sutton,21,528930,163818,2,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,38,35-64
1220353320,Lambeth,9,531532,178529,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,52,35-64
1220353322,Brent,28,521450,185060,1,Car,Car,Going Ahead Right Bend,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Did Not Leave,None,Front Hit First,Other/Not Known,Male,61,35-64
1220353326,Croydon,20,534408,168128,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,24,17-24
1220353332,Haringey,31,531069,190440,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,44,35-64
1220353349,Hillingdon,26,506719,178970,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,Hit Kerb,Did Not Leave,None,Front Hit First,Taking Pupil To/From Sch,Male,30,25-34
1220353354,Bexley,18,546166,171677,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,39,35-64
1220353367,Barnet,30,526061,196316,1,Goods Vehicle,GDS =< 3.5T,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Left Cwy Nearside,None,Front Hit First,Jny Part Of Work,Male,25,25-34
1220353387,Lambeth,9,531251,178317,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,20,17-24
1220353393,Sutton,21,525903,166463,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,36,35-64
1220353395,Ealing,27,512827,180376,1,Other Vehicle,Other Vehicle,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,49,35-64
1220353407,Lewisham,7,540532,173470,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,54,35-64
1220353420,Hillingdon,26,511287,187347,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,79,65+
1220353422,Enfield,32,534163,195323,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,41,35-64
1220353432,Newham,17,542614,181715,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,34,25-34
1220353438,Barnet,30,520255,191996,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,37,35-64
1220353441,Sutton,21,525014,164525,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,40,35-64
1220353445,Hounslow,25,510869,173781,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Other/Not Known,Male,62,35-64
1220353463,Croydon,20,532336,162790,1,Car,Car,U-turning,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,65,65+
1220353464,Southwark,8,535037,177457,2,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Female,23,17-24
