_Collision Id,Borough Name,Borough Number,Easting,Northing,_Vehicle Id,Vehicle Type Banded,Vehicle Type,Vehicle Manoeuvres,Vehicle Skidding and Overturning,Vehicle Restricted Lane,Location of Vehicle at First Impact,Vehicle Hit Object in Carriageway,Vehicle Leaving Carriageway,Vehicle Hit Object Off Carriageway,First Point of Impact,Journey Purpose,Driver Gender,Driver Age,Driver age (Banded)
1220354313,Barnet,30,525788,196470,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,29,25-34
1220354316,Greenwich,6,543875,173375,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Male,27,25-34
1220354317,Islington,3,531640,186637,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,35,35-64
1220354327,Wandsworth,10,527661,171226,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Left Cwy Nearside/Rebound,Hit Lamp Post,Front Hit First,Unknown,Female,44,35-64
1220354330,Croydon,20,533918,169020,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,32,25-34
1220354334,Newham,17,541440,183221,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,23,17-24
1220354342,Waltham Forest,13,538230,190949,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,47,35-64
1220354347,Hounslow,25,512733,172036,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,43,35-64
1220354349,Camden,2,528206,184903,2,Car,Car,Going Ahead Right Bend,Skidded,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Male,29,25-34
1220354351,Ealing,27,516069,185118,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,26,25-34
1220354361,Ealing,27,511674,183242,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Kerb,Did Not Leave,None,Front Hit First,Unknown,Male,42,35-64
1220354367,Waltham Forest,13,538162,186395,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Jct Mid,Hit Kerb,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,24,17-24
1220354369,Hackney,4,531863,187233,2,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Male,63,35-64
1220354371,Croydon,20,537153,165826,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,55,35-64
1220354374,Merton,22,528302,169864,1,Car,Car,Going Ahead Right Bend,Skid/Over,On Main CW - Not Rest.,Jct App,Hit Kerb,Left Cwy Nearside,Hit Oth Object,Front Hit First,Comm To/From Work,Male,26,25-34
1220354384,Wandsworth,10,528128,176782,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Taking Pupil To/From Sch,Male,27,25-34
1220354388,Richmond-Upon-Thames,24,517055,169814,1,Bus Or Coach,London Bus,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,43,35-64
1220354390,Newham,17,538320,183477,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,58,35-64
1220354401,Tower Hamlets,5,534576,183229,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,60,35-64
1220354409,Richmond-Upon-Thames,24,522461,175440,2,Goods Vehicle,GDS =< 3.5T,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,22,17-24
1220354412,Bexley,18,549539,176366,1,Car,Car,Going Ahead Other,No Skidding/Overturn,Footway,Entering Main Rd,None,Left Cwy Ahead At Junctn,Hit Oth Object,Front Hit First,Other/Not Known,Male,74,65+
1220354427,Bexley,18,551200,177965,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Leaving R'about,Hit Oth Object,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,30,25-34
1220354430,Hackney,4,534843,183539,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,56,35-64
1220354440,Westminster,1,527713,182125,1,Car,Car,Waiting To Turn Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Female,43,35-64
1220354442,Redbridge,14,540548,188412,1,Car,Car,Going Ahead Held Up,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,40,35-64
1220354447,Hackney,4,534924,185863,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,Hit Oth Object,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,53,35-64
1220354467,Brent,28,516914,188556,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,75,65+
1220354475,Barnet,30,521821,193521,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,62,35-64
1220354483,Barking & Dagenham,16,543992,183770,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Male,24,17-24
1220354498,Ealing,27,514338,182662,2,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Entering R'about,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,52,35-64
1220354510,Barking & Dagenham,16,545785,183472,2,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,19,17-24
1220354514,Hillingdon,26,508982,178508,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,24,17-24
1220354514,Hillingdon,26,508982,178508,2,Goods Vehicle,GDS =< 3.5T,U-turning,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Not Traced,22,17-24
1220354517,Brent,28,524648,183198,2,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,39,35-64
1220354521,Newham,17,543941,182831,2,Car,Car,Going Ahead Held Up,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Left Cwy Nearside,None,Front Hit First,Unknown,Male,28,25-34
1220354525,Waltham Forest,13,539161,194657,1,Taxi,Taxi,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Jny Part Of Work,Male,39,35-64
1220354526,Hounslow,25,513002,176584,1,Car,Car,Overtake Stat Veh O/S,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Male,22,17-24
1220354535,Havering,15,553641,182086,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Did Not Leave,None,Front Hit First,Other/Not Known,Female,31,25-34
1220354537,Brent,28,517950,183674,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,19,17-24
1220354538,Hounslow,25,510731,176647,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Did Not Leave,None,Front Hit First,Unknown,Male,41,35-64
1220354547,Barnet,30,523706,187821,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,35,35-64
1220354551,Hounslow,25,510487,176808,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,33,25-34
1220354557,Newham,17,543926,182748,2,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,24,17-24
1220354560,Haringey,31,534364,191666,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,20,17-24
1220354560,Haringey,31,534364,191666,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Male,42,35-64
1220354564,Newham,17,540460,181734,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Not At Jct,Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Other/Not Known,Male,21,17-24
1220354565,Merton,22,527917,170552,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,41,35-64
1220354571,Enfield,32,533099,197803,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Male,38,35-64
1220354580,Hillingdon,26,510856,180255,1,Goods Vehicle,GDS =< 3.5T,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,20,17-24
1220354581,Greenwich,6,541114,174296,1,Goods Vehicle,GDS =< 3.5T,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Entering R'about,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,61,35-64
1220354584,Sutton,21,529590,166777,2,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,32,25-34
1220354588,Hounslow,25,517044,177872,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,60,35-64
1220354590,Barnet,30,523505,187895,2,Car,Car,Going Ahead Left Bend,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Prev Acc,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,60,35-64
1220354610,Barnet,30,526325,192824,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,42,35-64
1220354611,Southwark,8,534022,174642,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Not At Jct,Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Male,51,35-64
1220354620,Bromley,19,540553,166073,2,Car,Car,Overtake Stat Veh O/S,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,23,17-24
1220354627,Haringey,31,533852,190280,2,Car,Car,Going Ahead Held Up,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Unknown,Male,68,65+
1220354627,Haringey,31,533852,190280,3,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,25,25-34
1220354633,Lambeth,9,530340,172867,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,66,65+
1220354635,Haringey,31,533854,190267,1,Car,Car,Going Ahead Held Up,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,39,35-64
1220354639,Bromley,19,540571,164883,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Taking Pupil To/From Sch,Male,55,35-64
1220354640,Barking & Dagenham,16,544415,184636,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,36,35-64
1220354642,Barnet,30,520682,190411,2,Private Hire,Private Hire - Licensed,Going Ahead Other,Unknown (S/R),Unknown (S/R),Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,30,25-34
1220354645,Ealing,27,513746,184875,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Female,33,25-34
1220354646,Enfield,32,528531,195206,2,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,27,25-34
1220354660,Southwark,8,532543,176509,3,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,26,25-34
1220354664,Barking & Dagenham,16,548443,188741,2,Goods Vehicle,GDS =< 3.5T,Waiting To Turn Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,Hit Animal (Not Rid-horse),Did Not Leave,None,Front Hit First,Unknown,Female,41,35-64
1220354668,Wandsworth,10,527385,175125,1,Car,Car,U-turning,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,42,35-64
1220354675,Enfield,32,530991,192081,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,62,35-64
1220354677,Lewisham,7,537885,174408,2,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Female,40,35-64
1220354682,Lambeth,9,531027,172690,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,31,25-34
1220354683,Westminster,1,526694,182098,2,Other Vehicle,Other Vehicle,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,30,25-34
1220354694,Bromley,19,547083,169164,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,Hit Kerb,Left Cwy Nearside,Wall Or Fence,Front Hit First,Other/Not Known,Male,33,25-34
1220354694,Bromley,19,547083,169164,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,Hit Kerb,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,44,35-64
1220354702,Havering,15,553242,186737,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Other/Not Known,Male,65,65+
1220354706,Newham,17,542889,182266,1,Car,Car,Waiting To Turn Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,28,25-34
1220354729,Lambeth,9,529651,170316,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Female,53,35-64
1220354730,Havering,15,551639,181513,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Left Cwy Offside,None,Front Hit First,Unknown,Male,23,17-24
1220354735,Greenwich,6,542928,174418,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,32,25-34
1220354753,Enfield,32,533091,200436,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Unknown,Female,54,35-64
1220354753,Enfield,32,533091,200436,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,32,25-34
1220354765,Newham,17,540188,180748,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,50,35-64
1220354770,Lewisham,7,541493,171847,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Other/Not Known,Male,32,25-34
1220354770,Lewisham,7,541493,171847,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,29,25-34
1220354773,Waltham Forest,13,536650,188086,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,22,17-24
1220354779,Hackney,4,532876,187943,1,Car,Car,Going Ahead Other,Skid/Over,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,19,17-24
1220354779,Hackney,4,532876,187943,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,30,25-34
1220354780,Barking & Dagenham,16,548714,190673,2,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,56,35-64
1220354781,Tower Hamlets,5,538279,180635,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,19,17-24
1220354781,Tower Hamlets,5,538279,180635,2,Goods Vehicle,GDS =< 3.5T,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,65,65+
1220354792,Enfield,32,533882,197788,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,85,65+
1220354794,Tower Hamlets,5,536804,181655,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Unknown,Female,44,35-64
1220354802,Lambeth,9,531003,175265,1,Car,Car,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Female,42,35-64
1220354802,Lambeth,9,531003,175265,2,Other Vehicle,Other Vehicle,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,35,35-64
1220354815,Merton,22,526183,169865,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,36,35-64
1220354840,Barking & Dagenham,16,544647,183116,2,Car,Car,Change Lane To Right,Skidded,Entering Lay-by/Hard Shldr,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,23,17-24
1220354846,Waltham Forest,13,537334,192186,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Comm To/From Work,Female,53,35-64
1220354847,Hammersmith & Fulham,11,522067,179619,1,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,63,35-64
1220354865,Barnet,30,520946,189480,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,21,17-24
1220354894,Hillingdon,26,511082,181038,1,Car,Car,Going Ahead Other,Skidded,On Main CW - Not Rest.,Not At Jct,Hit Kerb,Left Cwy Nearside/Rebound,Wall Or Fence,Front Hit First,Other/Not Known,Male,39,35-64
1220354896,Merton,22,527795,168985,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,27,25-34
1220354898,Croydon,20,531736,166722,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Male,61,35-64
1220354916,Richmond-Upon-Thames,24,512479,173230,1,Car,Car,Going Ahead Other,Overturn,On Main CW - Not Rest.,Jct App,Hit Bollard,Did Not Leave,None,Front Hit First,Unknown,Male,26,25-34
1220354923,Richmond-Upon-Thames,24,516566,175055,2,Car,Car,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,22,17-24
1220354927,Newham,17,543718,182298,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,24,17-24
1220354932,Enfield,32,533653,196498,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Left Cwy Offside,Hit Oth Object,Front Hit First,Other/Not Known,Male,23,17-24
1220354945,Tower Hamlets,5,538012,181016,1,Other Vehicle,Other Vehicle,Going Ahead Other,Skid/Over,On Main CW - Not Rest.,Jct Mid,None,Did Not Leave,None,Front Hit First,Unknown,Male,17,17-24
1220354951,Redbridge,14,544213,186582,2,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Entering R'about,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,43,35-64
1220354960,Redbridge,14,548248,191376,1,Car,Car,Moving Off,Skidded,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,22,17-24
1220354964,Barnet,30,524459,195659,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Female,69,65+
1220354977,Islington,3,532746,185205,1,Car,Car,Going Ahead Right Bend,Skidded,On Main CW - Not Rest.,Not At Jct,Hit Parked Veh,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,18,17-24
1220354981,Enfield,32,534379,197473,2,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Entering From Slip,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,27,25-34
1220354990,Havering,15,553093,188936,1,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Not Traced,32,25-34
1220354992,Waltham Forest,13,536595,192623,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,Hit Parked Veh,Did Not Leave,None,Front Hit First,Unknown,Female,44,35-64
1220354992,Waltham Forest,13,536595,192623,3,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,22,17-24
1220355001,Croydon,20,539550,161201,1,Goods Vehicle,GDS =< 3.5T,Unknown (S/R),Unknown (S/R),Unknown (S/R),Not At Jct,Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Other/Not Known,Male,27,25-34
1220355001,Croydon,20,539550,161201,2,Car,Car,Unknown (S/R),Unknown (S/R),Unknown (S/R),Not At Jct,Unknown (S/R),Unknown (S/R),Unknown (S/R),Front Hit First,Unknown,Female,33,25-34
1220355002,Havering,15,552283,187052,1,Goods Vehicle,GDS =< 3.5T,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Leaving Main Rd,None,Did Not Leave,None,Front Hit First,Unknown,Male,56,35-64
1220355012,Kingston-Upon-Thames,23,518561,166865,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,38,35-64
1220355019,Hounslow,25,521321,178538,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct Cleared,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,42,35-64
1220355020,Redbridge,14,546873,192536,2,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,42,35-64
1220355020,Redbridge,14,546873,192536,3,Car,Car,Waiting To Turn Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Taking Pupil To/From Sch,Female,40,35-64
1220355033,Haringey,31,529555,190948,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Comm To/From Work,Male,23,17-24
1220355038,Lewisham,7,536399,174510,1,Private Hire,Private Hire - Licensed,Turning Left,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,49,35-64
1220355039,Wandsworth,10,523837,174547,1,Private Hire,Private Hire - Licensed,Turning Right,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,51,35-64
1220355042,Camden,2,529389,185190,4,Car,Car,Going Ahead Held Up,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Did Not Leave,None,Front Hit First,Other/Not Known,Female,57,35-64
1220355043,Greenwich,6,538781,177896,1,Car,Car,Moving Off,No Skidding/Overturn,On Main CW - Not Rest.,Entering Main Rd,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,24,17-24
1220355062,Hammersmith & Fulham,11,524301,175833,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Other/Not Known,Male,21,17-24
1220355068,Bromley,19,534832,169342,1,Car,Car,Slowing Or Stopping,No Skidding/Overturn,On Main CW - Not Rest.,Jct App,None,Left Cwy Nearside,None,Front Hit First,Comm To/From Work,Female,24,17-24
1220355083,Barnet,30,521507,192133,1,Car,Car,Going Ahead Other,No Skidding/Overturn,On Main CW - Not Rest.,Not At Jct,None,Did Not Leave,None,Front Hit First,Jny Part Of Work,Male,56,35-64
