,GSV_ID,Person,Bike,HeavyV,LightV,Facade,WindowOpening,Road,Sidewalk,StreetFurniture,GreeneryTree,GreeneryGrass,Sky,Nature
27,a_vMY99OomeGLBN7XbxaaA,0.01,0.0,0.0,0.04,0.43,0.0,0.23,0.1,0.02,0.0,0.0,0.16,0.0
28,s-WO9y0EMoam78Q983-vLA,0.0,0.01,0.0,0.04,0.24,0.0,0.3,0.03,0.0,0.04,0.0,0.3,0.0
29,lk6rKlj1LNwfVgCXiD1xFw,0.0,0.0,0.0,0.05,0.25,0.0,0.24,0.13,0.01,0.14,0.0,0.15,0.0
30,fSufum9U_XvhYF81KncRag,0.0,0.0,0.0,0.07,0.28,0.0,0.19,0.08,0.0,0.22,0.06,0.09,0.0
31,8CAp9IjSzDuay568o_KXrw,0.01,0.0,0.0,0.07,0.24,0.0,0.19,0.04,0.0,0.06,0.09,0.25,0.0
32,kaFSktdHSOz9kOvHmCa7IA,0.0,0.0,0.0,0.02,0.16,0.0,0.36,0.04,0.0,0.02,0.01,0.36,0.0
33,eq8XK0bpHOxGOQ3I8F3eig,0.02,0.0,0.0,0.02,0.37,0.0,0.2,0.11,0.02,0.07,0.0,0.13,0.0
34,eP2bEuOTYEGD2yoUj4Wofg,0.0,0.0,0.0,0.01,0.08,0.0,0.13,0.01,0.0,0.3,0.15,0.16,0.0
35,cHHN6ntETlghsoLulri2-g,0.01,0.0,0.0,0.02,0.29,0.0,0.17,0.15,0.0,0.22,0.01,0.1,0.0
36,HrDuw5NtmWNFHPPrkPnueg,0.0,0.0,0.0,0.05,0.14,0.0,0.28,0.0,0.0,0.22,0.05,0.2,0.0
37,5BtTkISPeFSY9cN4NVYKeg,0.0,0.0,0.0,0.02,0.15,0.0,0.16,0.03,0.0,0.15,0.2,0.25,0.0
38,3_KyiVUjZIPAfhYj3A7mnQ,0.0,0.0,0.0,0.0,0.09,0.0,0.23,0.06,0.01,0.25,0.12,0.2,0.01
39,Dr07SXCSS5db8gTzKjJInw,0.0,0.0,0.0,0.02,0.05,0.0,0.26,0.01,0.01,0.31,0.06,0.19,0.0
40,MyxzAsYtEJNcNp0J7l0-PQ,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.02,0.0,0.1,0.06,0.17,0.0
41,HnIB2rFjULNYfKNTctCrMQ,0.0,0.0,0.0,0.0,0.01,0.0,0.23,0.01,0.01,0.25,0.04,0.29,0.0
42,eBJ8CH6B35GnDkuNOnVPyg,0.0,0.0,0.0,0.04,0.14,0.0,0.21,0.02,0.0,0.38,0.02,0.06,0.0
43,VZk2QcQIjisVmwCZMUUSDw,0.0,0.0,0.0,0.01,0.46,0.0,0.16,0.16,0.01,0.1,0.01,0.06,0.0
44,iSd5CZk_g2YRqsJQ5RLrcA,0.01,0.0,0.0,0.01,0.26,0.0,0.3,0.06,0.02,0.23,0.0,0.1,0.0
45,4Q2CvbAQgwaA-BjomkCjPw,0.0,0.0,0.0,0.03,0.25,0.0,0.28,0.07,0.0,0.1,0.04,0.2,0.0
46,nr5LlslKixKf2iFVzp6eHQ,0.0,0.0,0.0,0.01,0.29,0.0,0.32,0.07,0.01,0.07,0.01,0.2,0.0
47,L03ivD4zaAyM_eASKgYk5A,0.0,0.0,0.0,0.03,0.0,0.0,0.13,0.01,0.0,0.36,0.11,0.26,0.0
48,JaZ9p1L9dDqs522J6XDcww,0.0,0.0,0.0,0.08,0.3,0.0,0.28,0.04,0.01,0.06,0.01,0.21,0.0
49,sPYWSb5eD-cdo27vbNDBeQ,0.0,0.0,0.0,0.14,0.2,0.0,0.27,0.03,0.0,0.03,0.01,0.3,0.01
50,TDtCWXo0xJuUVXVCN6a0TA,0.0,0.0,0.0,0.07,0.22,0.0,0.11,0.0,0.0,0.15,0.0,0.27,0.01
51,8IaKKLSGfgJ-jkxBietRiQ,0.0,0.0,0.0,0.06,0.1,0.0,0.29,0.01,0.02,0.15,0.0,0.29,0.0
52,ML0KcuoEx6RfyWjKF6_n_w,0.0,0.0,0.0,0.02,0.5,0.0,0.16,0.15,0.0,0.01,0.0,0.09,0.0
53,pjR60aN2r7Keit-IbQv7rQ,0.0,0.0,0.0,0.02,0.3,0.0,0.31,0.05,0.0,0.08,0.02,0.21,0.0
54,VwpRDCSWLPtRLcCWNSA5zA,0.0,0.0,0.0,0.02,0.07,0.0,0.3,0.03,0.0,0.16,0.07,0.28,0.0
55,GUeIfaAIra3bQMELC6z6Dw,0.0,0.0,0.01,0.02,0.22,0.0,0.22,0.13,0.0,0.14,0.01,0.21,0.0
56,bwmwwDi4ZGFsqKfT_siStg,0.0,0.0,0.0,0.01,0.03,0.0,0.26,0.05,0.0,0.36,0.0,0.14,0.0
57,uLHcSJQGjM_XaLaM0CpRgQ,0.0,0.0,0.0,0.03,0.36,0.0,0.26,0.05,0.0,0.01,0.0,0.24,0.0
58,gh4XPArXwj1xEepemi4eQg,0.0,0.0,0.0,0.0,0.21,0.0,0.24,0.03,0.01,0.07,0.0,0.23,0.0
59,XwsPGviKo3lOFb8hJqCxcg,0.0,0.0,0.0,0.11,0.36,0.0,0.17,0.03,0.0,0.13,0.03,0.14,0.0
60,CAoSLEFGMVFpcFBKUjlqYnV4SVF5VWQ0VVRuOVhoVGRJRUR6Yk51UTR0eUdEUW1V,0.0,0.0,0.0,0.01,0.56,0.01,0.21,0.13,0.0,0.01,0.01,0.04,0.0
61,HaY-wxbDyUNIYmwEqe2X7A,0.0,0.0,0.01,0.07,0.22,0.0,0.24,0.06,0.0,0.25,0.01,0.12,0.0
62,z42cRN5aG3IK-C99CUhyxA,0.0,0.0,0.0,0.04,0.08,0.0,0.34,0.02,0.03,0.19,0.01,0.25,0.0
63,pf3a0wj_tt0fk7jh1WpYfA,0.0,0.0,0.0,0.0,0.23,0.0,0.17,0.1,0.0,0.12,0.14,0.21,0.0
64,_ngxjXx-0TZhDQKd4rVRWw,0.01,0.0,0.0,0.01,0.37,0.0,0.09,0.22,0.02,0.11,0.0,0.15,0.0
65,UGvVf6bpkmbpNthJ6ZDcWg,0.0,0.0,0.0,0.08,0.15,0.0,0.2,0.05,0.01,0.37,0.1,0.03,0.0
66,nq5xxt4A5JasfQKqoDfJNg,0.0,0.0,0.0,0.03,0.12,0.0,0.19,0.08,0.0,0.17,0.09,0.25,0.0
67,6lgG7aaMdDxNmgQHTKM57Q,0.0,0.0,0.0,0.0,0.02,0.0,0.11,0.0,0.01,0.36,0.19,0.18,0.0
68,O8j9v1cKwQMjKMS8rA2CtQ,0.0,0.0,0.0,0.0,0.57,0.02,0.05,0.05,0.01,0.07,0.01,0.09,0.0
69,1Hp8nkJOnUsJwGivug0zcg,0.0,0.0,0.0,0.01,0.03,0.0,0.25,0.1,0.0,0.3,0.07,0.2,0.02
70,K8OPnjw6GzBg4SHa70Gc7A,0.0,0.0,0.0,0.0,0.08,0.0,0.25,0.03,0.01,0.25,0.03,0.21,0.0
71,clxU_vW--0UEflx_NSnXyw,0.0,0.0,0.0,0.0,0.12,0.0,0.16,0.01,0.0,0.3,0.24,0.09,0.0
72,fUgwg9DRbGuYuVXwgT-luQ,0.0,0.0,0.0,0.01,0.31,0.0,0.32,0.0,0.0,0.09,0.0,0.16,0.0
73,WlyZ-fOzzgeJRDgGdN7zCA,0.01,0.0,0.0,0.07,0.5,0.0,0.15,0.1,0.01,0.05,0.0,0.09,0.0
74,SfLAa4m_1cjiYZoO07S2gQ,0.02,0.0,0.0,0.03,0.54,0.0,0.09,0.15,0.02,0.0,0.0,0.05,0.0
75,88RvhUP92fNaIy2dADLMfw,0.0,0.0,0.0,0.0,0.41,0.01,0.24,0.15,0.02,0.05,0.0,0.08,0.0
76,-M7dDtOL9fIzTGgc_hpvAg,0.0,0.0,0.0,0.04,0.5,0.0,0.09,0.17,0.01,0.0,0.0,0.16,0.0
77,2t0_a2QH6-mbIpEnOC9RAw,0.01,0.0,0.0,0.04,0.31,0.0,0.24,0.02,0.01,0.04,0.0,0.2,0.01
78,T-nflxgaddkVSlaIx1CUpQ,0.0,0.0,0.0,0.09,0.17,0.0,0.33,0.0,0.01,0.04,0.0,0.31,0.0
79,uV3M4aEiBGsKmscLAzBb1w,0.0,0.0,0.0,0.01,0.46,0.0,0.32,0.06,0.0,0.0,0.0,0.15,0.0
80,LW-uo5ISudx2tXIgJPLjqQ,0.0,0.0,0.0,0.01,0.25,0.0,0.19,0.02,0.0,0.21,0.01,0.21,0.0
81,Ig2XjhfNJDhIbgS9jVAqQQ,0.0,0.0,0.0,0.01,0.13,0.0,0.29,0.01,0.0,0.05,0.15,0.35,0.0
82,YJ1XSr8Hhy3v7EdYERwCFg,0.0,0.0,0.0,0.02,0.13,0.0,0.31,0.06,0.0,0.26,0.02,0.19,0.0
83,YRMj24Mjyu82x1kutZiRdg,0.0,0.0,0.05,0.05,0.28,0.0,0.17,0.11,0.0,0.23,0.01,0.05,0.0
84,nhc-ciX03oab1MP5WXZX_g,0.0,0.0,0.0,0.0,0.17,0.0,0.31,0.07,0.01,0.32,0.02,0.08,0.0
85,qIkSZAQ6-ChevDqzOVHf4g,0.0,0.0,0.07,0.01,0.03,0.0,0.34,0.0,0.0,0.26,0.02,0.23,0.0
86,sj6GRUv4BfcpZonkeK4MIA,0.0,0.0,0.0,0.01,0.53,0.0,0.23,0.12,0.0,0.0,0.01,0.04,0.0
87,XQ392cGXCgscMEQ6z2i23w,0.0,0.0,0.0,0.01,0.35,0.0,0.23,0.08,0.0,0.0,0.04,0.23,0.0
88,y9clhLoBoFQTDA4PgBUkQg,0.0,0.0,0.0,0.02,0.2,0.0,0.29,0.03,0.0,0.08,0.07,0.27,0.0
89,8bMvX7_W3D5BirnbfWm7Pg,0.0,0.0,0.0,0.02,0.17,0.0,0.42,0.0,0.01,0.02,0.0,0.34,0.0
90,Ja-qDxrd9ARZq4UfKPZpHg,0.0,0.0,0.0,0.01,0.0,0.0,0.32,0.0,0.0,0.2,0.0,0.41,0.0
91,gmw3F4hdG-aEn1OQG4pa4Q,0.0,0.0,0.0,0.01,0.32,0.0,0.24,0.12,0.01,0.18,0.0,0.08,0.0
92,8Ee2GTjoKrqmM0u4JBjrKw,0.0,0.0,0.0,0.03,0.28,0.0,0.24,0.09,0.0,0.14,0.0,0.12,0.0
93,gRqFX4GQZJX0_L4M1EOVkw,0.0,0.0,0.0,0.06,0.17,0.0,0.16,0.02,0.01,0.22,0.05,0.12,0.0
94,wuT5Rc-GbMb4VN3CXlenVg,0.0,0.0,0.0,0.03,0.21,0.0,0.27,0.1,0.01,0.15,0.0,0.19,0.0
95,CAoSLEFGMVFpcFBnY0lRRmxRRURheHk3dGdkbXItZ1NsNEFaZUxGOTBtRXUwUFBK,0.0,0.0,0.0,0.0,0.58,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0
96,WTmMnxHOk1umJXjaDElvug,0.01,0.0,0.0,0.01,0.16,0.0,0.35,0.03,0.0,0.13,0.01,0.26,0.0
97,BpDf4f22CZvqYrbt499uWg,0.01,0.0,0.0,0.02,0.44,0.0,0.27,0.1,0.01,0.0,0.0,0.15,0.0
98,7--pGTS2UNeyqFkP2OTHDQ,0.0,0.0,0.0,0.04,0.39,0.0,0.22,0.13,0.01,0.01,0.01,0.18,0.0
99,MP2dy04Oz33tjhIfv3KrMQ,0.0,0.0,0.0,0.01,0.1,0.0,0.2,0.07,0.0,0.44,0.05,0.08,0.0
100,gs-0D8cYuBtMHh1AsCMYUg,0.01,0.0,0.0,0.07,0.21,0.0,0.16,0.08,0.0,0.31,0.05,0.1,0.0
101,h--fRt6JyBAWW6JhV8-YKA,0.0,0.0,0.0,0.02,0.22,0.0,0.25,0.02,0.01,0.07,0.14,0.28,0.0
102,M__ChVjtcTK1MllTfifyig,0.0,0.0,0.0,0.04,0.36,0.0,0.23,0.09,0.0,0.02,0.03,0.22,0.0
103,v3Tco7zgWG0moOHRHMWisQ,0.0,0.0,0.0,0.05,0.53,0.0,0.2,0.08,0.0,0.1,0.0,0.02,0.0
104,NvneEOb8jFYdEwS-0LvxCw,0.0,0.0,0.0,0.1,0.3,0.0,0.25,0.0,0.0,0.03,0.05,0.23,0.0
105,BlpmOzB6iPejLVdNxGSLDw,0.0,0.0,0.0,0.02,0.12,0.0,0.36,0.01,0.0,0.14,0.01,0.3,0.0
106,IfTGuHWwn1VunZliDgemZA,0.0,0.0,0.0,0.02,0.2,0.0,0.22,0.07,0.0,0.16,0.04,0.22,0.0
107,hFuZ9WFV_JF0CwbLJxPLhw,0.02,0.0,0.0,0.05,0.52,0.0,0.19,0.12,0.01,0.01,0.0,0.06,0.0
108,8qK9xOwzFmmzb-jLzMWS0A,0.0,0.0,0.0,0.01,0.0,0.0,0.26,0.0,0.0,0.42,0.0,0.18,0.0
109,uc4DsSXGgErXfsonEskpOg,0.0,0.0,0.0,0.01,0.28,0.0,0.2,0.15,0.01,0.1,0.06,0.18,0.0
110,HzmxrT20nt0hMVn3Zp4MNg,0.0,0.0,0.0,0.14,0.15,0.0,0.24,0.03,0.03,0.15,0.02,0.24,0.0
111,9pxEUG8kZqspT_d8QBC3KQ,0.0,0.0,0.11,0.01,0.03,0.0,0.21,0.0,0.01,0.21,0.02,0.25,0.0
112,27PyfDbhUEm52uuEzT2LsQ,0.0,0.0,0.0,0.01,0.21,0.0,0.23,0.03,0.0,0.16,0.01,0.19,0.0
113,L39-U42WG6TxfxZGP3TmZg,0.0,0.0,0.01,0.04,0.09,0.0,0.36,0.0,0.01,0.04,0.0,0.39,0.0
114,KVn1h8bfvNk8H0Qdigepmg,0.0,0.0,0.0,0.04,0.09,0.0,0.14,0.11,0.0,0.23,0.11,0.25,0.0
115,Kj7ycMBBhMntqGeR4Xb61Q,0.01,0.0,0.0,0.05,0.48,0.0,0.2,0.11,0.01,0.01,0.0,0.11,0.0
116,ezs-zFq4NsEpn850PWFNDQ,0.0,0.0,0.0,0.04,0.3,0.0,0.21,0.08,0.0,0.18,0.0,0.14,0.0
117,g8CI3E0M_cdIt_0TpEvn0g,0.0,0.0,0.0,0.06,0.22,0.0,0.29,0.04,0.01,0.05,0.0,0.28,0.0
118,6hsIiWNzFTta6PyAp1lvKg,0.0,0.0,0.01,0.03,0.42,0.0,0.17,0.11,0.0,0.04,0.03,0.15,0.0
119,jZwfe1tWJQz_cUM2NuHtZQ,0.0,0.0,0.0,0.13,0.19,0.0,0.27,0.03,0.0,0.27,0.03,0.06,0.01
120,PJa-HwpXAmyiNzqXJlASLQ,0.0,0.0,0.0,0.0,0.13,0.0,0.26,0.05,0.02,0.23,0.1,0.16,0.0
121,ei6GXt3fuBUMp8PcUS17Bw,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.12,0.01,0.01,0.01,0.16,0.0
122,SwRsw5jm2G31gXkYIr-uEw,0.0,0.0,0.0,0.04,0.44,0.0,0.14,0.14,0.0,0.09,0.05,0.07,0.0
123,RhzlGj6zNExMzknRSmnCeA,0.0,0.0,0.0,0.03,0.05,0.0,0.12,0.01,0.0,0.43,0.25,0.07,0.0
124,C2pqy7hWB5ARnUJt7nnH5g,0.0,0.0,0.0,0.04,0.13,0.0,0.32,0.0,0.01,0.04,0.08,0.35,0.0
125,-14XA_DAVivU3IzTF-NSTg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.35,0.02,0.02
126,WjXv0a9A5RLEYHW1UAC8Yg,0.0,0.0,0.0,0.0,0.44,0.0,0.26,0.12,0.01,0.08,0.01,0.07,0.0
127,JU_Kpdh03dH0UJUF3VqCvA,0.0,0.0,0.01,0.06,0.33,0.0,0.3,0.04,0.0,0.01,0.01,0.22,0.0
128,Rif5XgMGYtfaCAZZ7nY5kQ,0.01,0.0,0.0,0.03,0.42,0.0,0.29,0.07,0.0,0.08,0.01,0.09,0.0
129,1f0ofUgBgpOmY1GGVT8EzQ,0.0,0.0,0.0,0.08,0.12,0.0,0.16,0.06,0.0,0.25,0.0,0.2,0.0
130,pt1FRRdfMWQZP2pCCus4VA,0.0,0.0,0.0,0.04,0.54,0.01,0.17,0.06,0.0,0.04,0.02,0.06,0.0
131,SoZYL-sydl80eW3XqT8Dyw,0.0,0.0,0.0,0.03,0.12,0.0,0.38,0.02,0.01,0.07,0.02,0.34,0.0
132,Qy9ESwZjeCbkiWaJqb02vg,0.0,0.0,0.0,0.03,0.08,0.0,0.35,0.04,0.0,0.11,0.0,0.36,0.0
133,ctVKSY-5XnDXfIPgqlxxVQ,0.0,0.0,0.01,0.01,0.15,0.0,0.26,0.06,0.01,0.2,0.11,0.18,0.0
134,5R4BJzl4tQ6Ehv3OX-biWw,0.0,0.0,0.0,0.07,0.47,0.0,0.2,0.06,0.02,0.01,0.0,0.12,0.0
135,A7qy70Vhvv6ahN9pDrWamA,0.0,0.0,0.0,0.05,0.24,0.0,0.26,0.04,0.01,0.2,0.02,0.16,0.0
136,Y7MhcXMbCA1tgO_tlB2BNQ,0.0,0.0,0.0,0.03,0.31,0.0,0.18,0.08,0.0,0.03,0.04,0.28,0.0
137,sE5dLGm1Mw45j5fwO-QDuQ,0.0,0.0,0.0,0.01,0.09,0.0,0.25,0.09,0.0,0.2,0.05,0.26,0.0
138,Sr4GNBAOMtIf1JdbFOk8mQ,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.01,0.0,0.49,0.1,0.1,0.0
139,qVG1LgpQSuf6QwCIaOa4Nw,0.0,0.0,0.0,0.0,0.52,0.0,0.25,0.09,0.0,0.0,0.0,0.11,0.0
140,tZtihUJDdkXHBPUCiWOqFg,0.0,0.0,0.01,0.05,0.2,0.0,0.14,0.03,0.01,0.21,0.04,0.15,0.01
141,FkPRUfNaLhqJvwm9XIqA-A,0.0,0.0,0.0,0.04,0.22,0.0,0.28,0.02,0.01,0.1,0.03,0.26,0.0
142,b0N-eLgbO7jGSJ__-EMGww,0.01,0.0,0.0,0.02,0.18,0.0,0.29,0.08,0.02,0.21,0.04,0.15,0.0
143,Z0qoFPkpoed53UG_pgHjKw,0.0,0.0,0.0,0.04,0.12,0.0,0.36,0.03,0.01,0.04,0.03,0.36,0.0
144,cutaUf4XVD5o6MenHRoHZA,0.0,0.0,0.0,0.0,0.45,0.0,0.22,0.11,0.0,0.02,0.0,0.19,0.0
145,PGpm-OGfVCxJibM7HEiDnQ,0.0,0.0,0.0,0.02,0.31,0.0,0.22,0.18,0.0,0.19,0.0,0.08,0.0
146,Jhmpr8er36xOmGW5uBPaOQ,0.0,0.0,0.0,0.06,0.14,0.01,0.18,0.07,0.0,0.27,0.01,0.2,0.01
147,OzZbQb5k2EriyJJSsMMuYQ,0.0,0.0,0.0,0.02,0.25,0.0,0.27,0.03,0.01,0.06,0.01,0.21,0.0
148,zXo-UvVHPfgc-_di813Dvw,0.0,0.0,0.0,0.01,0.15,0.0,0.35,0.03,0.01,0.1,0.04,0.28,0.0
149,hxYUUAWBOhfnmccqjeh1Dw,0.0,0.0,0.0,0.09,0.17,0.0,0.22,0.06,0.0,0.15,0.03,0.26,0.0
150,kj1852aTopvbBbwdp9TlgA,0.0,0.0,0.0,0.0,0.04,0.0,0.18,0.04,0.0,0.18,0.01,0.36,0.0
151,6-gNszqj2vC6srhIFuShcw,0.0,0.0,0.09,0.01,0.34,0.01,0.21,0.02,0.01,0.02,0.0,0.25,0.0
152,k__eplGfY2GVROEtimOe3w,0.0,0.0,0.0,0.03,0.45,0.0,0.29,0.04,0.0,0.02,0.0,0.14,0.0
153,7GTM6SkR3KiRU6m8VKR6kA,0.0,0.0,0.0,0.03,0.21,0.0,0.25,0.03,0.0,0.16,0.09,0.2,0.0
154,J88YsutZhNHpKAT30C1btA,0.0,0.0,0.0,0.03,0.42,0.0,0.25,0.02,0.0,0.07,0.0,0.18,0.0
155,Jv6eARdTMdYob1kCks1lug,0.0,0.0,0.0,0.01,0.13,0.0,0.25,0.02,0.0,0.2,0.17,0.19,0.0
156,LGoIn-ijKd0EHrBUQ-lknQ,0.03,0.02,0.0,0.0,0.5,0.0,0.2,0.14,0.01,0.01,0.0,0.09,0.0
157,CaaGJgaA0DQnQvjKABW9SA,0.0,0.0,0.0,0.03,0.27,0.0,0.16,0.08,0.0,0.12,0.04,0.25,0.0
158,vlfOdlarpgNYsrzGQT0oDA,0.0,0.0,0.0,0.05,0.02,0.0,0.22,0.04,0.0,0.34,0.03,0.18,0.01
159,reE9MQ05ycvKBQnvDyPoqQ,0.0,0.0,0.0,0.04,0.19,0.0,0.13,0.09,0.01,0.11,0.03,0.25,0.0
160,GWdRc-JlMdMrnHhL6v5WQw,0.0,0.0,0.0,0.0,0.15,0.0,0.29,0.0,0.0,0.04,0.03,0.33,0.0
161,tPUGmG9cBpwqR24hm8izZA,0.0,0.0,0.0,0.02,0.06,0.0,0.36,0.0,0.02,0.09,0.07,0.35,0.0
162,sB033QSNUqb54PoSNNGiYg,0.0,0.0,0.0,0.06,0.18,0.0,0.2,0.07,0.0,0.29,0.07,0.1,0.0
163,ge4pbOP865hBG_9CyBnZRA,0.0,0.0,0.0,0.01,0.48,0.0,0.12,0.23,0.01,0.04,0.0,0.09,0.0
164,59HjELU5o_i_P47dCXzYYw,0.0,0.0,0.0,0.04,0.44,0.0,0.23,0.09,0.0,0.07,0.01,0.11,0.0
165,alARbcYe7mDCHnb8xFPYXA,0.0,0.0,0.02,0.05,0.16,0.0,0.33,0.05,0.01,0.05,0.02,0.3,0.0
166,Rz7VjRIlvOwxS-XRkBtfKA,0.0,0.0,0.0,0.01,0.06,0.0,0.34,0.02,0.01,0.08,0.06,0.36,0.0
167,N2v37ln9J86zfzEzIE2flQ,0.0,0.0,0.0,0.03,0.2,0.0,0.25,0.08,0.0,0.17,0.01,0.19,0.0
168,sztAi93BoMUxssuFNAMDdw,0.0,0.0,0.0,0.02,0.24,0.0,0.32,0.03,0.0,0.06,0.02,0.26,0.0
169,EsES5X0jCHWVllhpi8jWfw,0.0,0.0,0.0,0.02,0.43,0.0,0.23,0.07,0.0,0.04,0.0,0.16,0.0
170,nrKuRmSwREkxW3kzjR8hFw,0.01,0.0,0.0,0.08,0.48,0.0,0.17,0.09,0.01,0.08,0.0,0.02,0.0
171,oknEfIBMwacmJWtmQ_2o_Q,0.0,0.0,0.0,0.01,0.39,0.0,0.18,0.18,0.0,0.02,0.03,0.17,0.0
172,IjY0dFdfjddz-7o52H3BLg,0.0,0.0,0.0,0.02,0.21,0.0,0.33,0.0,0.0,0.04,0.0,0.36,0.0
173,v9W_eGZO2QJ7PE8AoiweTw,0.0,0.0,0.0,0.01,0.47,0.0,0.19,0.13,0.0,0.03,0.02,0.1,0.0
174,qLZn5B7lWdJPmO1-JPKQRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.01,0.0,0.6,0.0,0.05,0.0
175,WNIun7mHs_1sbgfI4Pu9Vg,0.0,0.0,0.0,0.04,0.21,0.0,0.23,0.11,0.01,0.1,0.04,0.25,0.0
176,ASjNp94NhZNfvGen2O0eQA,0.0,0.0,0.0,0.05,0.18,0.0,0.22,0.06,0.0,0.1,0.01,0.3,0.0
177,uq3NKULRDungTvy-MwGrWg,0.0,0.0,0.0,0.02,0.15,0.0,0.23,0.1,0.0,0.13,0.09,0.27,0.0
178,hPkaCjXD6GskEcuLI7dfEA,0.02,0.0,0.0,0.03,0.41,0.0,0.33,0.06,0.01,0.06,0.0,0.08,0.0
