,_Collision Id,Easting,Northing,geometry,GSV_ID
2372,1200282557,531391,172997,POINT (-0.1109256364405396 51.44073623586781),pJT6PYHscntAuuZ8SupyWA
2373,1200282570,529763,175034,POINT (-0.1335896108482014 51.45941722323873),3NMnUWSoAJNWGcB3eJJHWQ
2374,1200282755,529158,173997,POINT (-0.1426713168345357 51.45023614170969),CuwDHJrOJIrvc_gLCeOGhw
2375,1200283020,529995,175065,POINT (-0.1302407406690757 51.459642631618365),mMx3PAJJiFEinhVZyxzQFg
2376,1200283055,530450,171053,POINT (-0.1251723418168464 51.42348328400807),yFJpYS0prpuIFGgk3K6FhQ
2377,1200283106,529722,175453,POINT (-0.1340258480269297 51.46319206075926),4Q1igrMy0uEGc_4JsrJl4w
2378,1200283156,532335,172910,POINT (-0.097383799115496 51.439734851976),IvTUqoXQp5SrH_xXgH6U4w
2379,1200283310,529854,171502,POINT (-0.1335751018810728 51.42765509089904),kQEZXv1YTXtKYttWMFY_qg
2380,1200283377,531886,171779,POINT (-0.1042609278506991 51.42967558310282),pdbvCIkG_nlVSxS_D53s3A
2381,1200283504,531217,178330,POINT (-0.1114500408545209 51.488702258771816),-OcGKEDHavQGs52ms7DIjQ
2382,1200284193,530167,177814,POINT (-0.1267547071340999 51.484307583098264),o4v1HA4bITDo0NsOodRREQ
2383,1200284237,530405,178205,POINT (-0.1231847826166686 51.48776659119301),ioIBWyfuCryNairJe8MqzA
2384,1200284736,532447,171733,POINT (-0.0962131219138667 51.42913147583861),BOWfkkkSreftElSSpWkEdQ
2385,1200285091,531183,175423,POINT (-0.1130178776729607 51.46258603927657),SfLAa4m_1cjiYZoO07S2gQ
2386,1200285233,530740,178088,POINT (-0.1184058993066232 51.486637876449535),61seQR3-6Xu-o5buGLFO4Q
2387,1200285400,530427,177040,POINT (-0.1232979624247484 51.47729206002019),v8PanQh5pZgwS5k_kaOaFg
2388,1200285512,530528,176534,POINT (-0.1220312119225789 51.47272153234015),pza8LFbM9Kn07YqqbZ_OKQ
2389,1200285582,530037,175695,POINT (-0.1294050449421188 51.465294631806),lu-lqH4fFX5r_cGBXKun3w
2390,1200285632,530064,177282,POINT (-0.1284329827659926 51.4795503379073),QojmoD6ZjVXEYg7UEqCZag
2391,1200285638,531764,172698,POINT (-0.105673209538916 51.43796266825667),tMZwhXjoRjv52dCInb817g
2392,1200285720,530097,177442,POINT (-0.1278991666574234 51.4809806268716),dtZ6AoPTnId46UCJMyW5Rg
2393,1200285956,531964,172138,POINT (-0.1030059586791034 51.43288364404366),kQuQYv8HocFpmnsFbpgVbQ
2394,1200286196,530128,172004,POINT (-0.1294519091825765 51.43210366202348),X1zNw2qazqqc4K38OLyH2w
2395,1200286614,530029,171669,POINT (-0.130998107423117 51.42911579583391),SIUtKevE2gQl8h-oGjryMA
2396,1200286751,530840,174823,POINT (-0.118174279056551 51.457273355817335),-CEf7RLqGApSCFqSBtorbQ
2397,1200287064,531053,180124,POINT (-0.1131451103696388 51.504862200019524),8_VuBdzPuD4Ub90yEET4iA
2398,1200287352,531827,171210,POINT (-0.1053206487441022 51.424575891738115),QVuEdufKfSiGYJLD_sSE4A
2399,1200228032,526375,174240,POINT (-0.1826129911913124 51.453047341288475),uP_hJpT5AgusVyalPZI7Sw
2400,1200228625,525791,174972,POINT (-0.1907532574000294 51.45975578251055),xX7Y9smKVGcEb_YjVfADAw
2401,1200228806,525094,174115,POINT (-0.2010833680580913 51.45220815325513),sJv8w9g1urxzimFW5rGP0A
2402,1200228954,527222,175189,POINT (-0.1700886509649181 51.46138644589541),WehZrmfuBuPx9YpCrKo01Q
2403,1200229061,523167,175291,POINT (-0.2283925224071815 51.46319918449169),VYhPtyc6qEiCY6M9mnfnKA
2404,1200229841,527080,176147,POINT (-0.1717874851234791 51.47002779974229),LD07S3lTEahJCQrAzL_5-A
2405,1200230149,526923,175165,POINT (-0.1743988738730554 51.46123782040263),alAUETzzLc7qeWLaIJ1Gtw
2406,1200230157,527183,173607,POINT (-0.1712180018557052 51.44717784795378),Cf0wUNdJEvEIDAhZ5u042Q
2407,1200230285,528625,177405,POINT (-0.1490985491275713 51.480984449657065),GfYlZ3yCv0COF_2qLDlOCQ
2408,1200230325,522182,174662,POINT (-0.2427816049807072 51.45775946226058),lquq9HK4ojejwejWt30ckg
2409,1200230326,527530,175137,POINT (-0.1656763095904306 51.4608498814947),DUZjInAgj15nX1NttkOZnA
2410,1200231317,529540,177587,POINT (-0.1358626659112608 51.48241142038276),gpXh7Z-JqKp2g4N0jjShog
2411,1200231440,523720,173740,POINT (-0.2209781768257556 51.44913955550082),c149gEk8U7UU_X5mGed1kQ
2412,1200231621,525098,174627,POINT (-0.2008449308075998 51.45680866468986),xj5kgUUDayPo_dGLa6L89g
2413,1200231791,523950,175754,POINT (-0.2169648403622887 51.46718947355578),fyWNWYooYmrg9hcKJx9wRg
2414,1200231885,525541,172903,POINT (-0.1950832845199268 51.44121697414603),I7dKUYWwIAG_xAzY2jjccQ
2415,1200231940,528468,173723,POINT (-0.1526949669158053 51.4479305568938),XG1X-oTv5B3c7jJcqyG4hg
2416,1200231988,528869,172326,POINT (-0.1474357899041364 51.43528490345145),GcXoe47ocPMEUMevinVUUg
2417,1200232087,527537,173046,POINT (-0.166328683316741 51.442056637677666),5ewhGcHpD08AS8Tp-AvmjA
2418,1200232130,528965,173520,POINT (-0.1456209084573223 51.4459933711401),YWpch2gjBFqpxaAaZ7KSGw
2419,1200232491,526526,175629,POINT (-0.1799444833717753 51.465496576532836),QeA1kXtp1zIjcvdklB3I6g
2420,1200232514,527854,175625,POINT (-0.1608388032143791 51.46516246022454),CAoSLEFGMVFpcE11OHRqSGFVODJiNDZ5cnEwcl9MeTN2S1VxeWRpbUFIOXEtbHdZ
2421,1200232684,527459,171486,POINT (-0.1680113305712976 51.42805451616702),fd1UtdY8ubvtPTHHmdXzZw
2422,1200233044,526587,174892,POINT (-0.1793304312169778 51.4588595454674),5hTYVQphJfC1YaQz9TqrsA
2423,1200233169,526633,174835,POINT (-0.1786890702283334 51.45833700888629),tp9cIlxClc-PdTr6NEnnGA
2424,1200233612,527944,170638,POINT (-0.1613448171644954 51.42032439763569),KqwTv3ZQxFv5VqvLlnZvXg
2425,1200234724,527719,173751,POINT (-0.163457249242282 51.448351450608925),FU7u1efi69RtQv_2vtlHog
2426,1200235400,527542,175498,POINT (-0.1653735696003139 51.46409145453126),3YW8rnR_EZ9HAzKEQezzHQ
2427,1200235901,526212,173101,POINT (-0.1853634739147425 51.44284743735128),emKgDcXO5PKFEsw2OeoUCw
2428,1200236051,523782,174372,POINT (-0.2198655017340712 51.454805927042656),mqhPwnrM6yuBXX3GwuRfVQ
2429,1200237020,527842,172156,POINT (-0.1622636799011265 51.43398957769098),2Cth-OpjFBw9oO5wVeZJZQ
2430,1200237106,528007,171518,POINT (-0.1601216703296806 51.428218697092355),9yN5X9ZDE5zRasXyukSPgQ
2431,1200237123,527873,172500,POINT (-0.1616938575013646 51.4370740933761),bDoPdc1aCHhcwafBSAiuSw
2432,1200237180,522735,173175,POINT (-0.2353414849110565 51.4442758832005),CAoSLEFGMVFpcFBfdDNHODAwZXJMMEtYbVl0VDRpZjhHcGwtY2VWOXg3d3QxQWxz
2433,1200237286,527745,172009,POINT (-0.163711318181699 51.43269035463053),pdY6drW_U0ZYgE64OXJMbA
2434,1200237629,525437,172872,POINT (-0.1965898326960879 51.44096139244116),laMNiGtd0qrbMAQ0NZICnQ
2435,1200238036,527093,176148,POINT (-0.1716000639305492 51.47003386974092),YMDkCVbw-HKIkpi5IfbnWQ
2436,1200238109,525930,173148,POINT (-0.1894022017609748 51.443332537514976),ev7wlOzNTu5WgcKo4FGizw
2437,1200238511,527543,171620,POINT (-0.1667555343483508 51.42923988876108),In7L269nq9255Z5oNFmj5Q
2438,1200239064,527183,173609,POINT (-0.1712172837278693 51.44719582187743),Cf0wUNdJEvEIDAhZ5u042Q
2439,1200239129,527618,175149,POINT (-0.164405976353129 51.460937909688916),CNcjVxg1gWUmhqLrDrn3pw
2440,1200239337,526338,175452,POINT (-0.1827126298991537 51.4639478381187),NO5oxsepTvVzIKdGu32y-Q
2441,1200239431,525215,174967,POINT (-0.1990415655179359 51.45983843178003),gnOI3GAlq8-UktyAp0Lw8g
2442,1200239456,524309,172818,POINT (-0.2128300304483974 51.44072451745516),_REdKjRu-dLxDYEtEIWYmA
2443,1200240284,527947,172298,POINT (-0.1607027368602164 51.43524204222912),2rh0oHWv9uN_XkcaKHn5qQ
2444,1200240906,528888,177060,POINT (-0.1454390622471936 51.47782419902053),tBwsTQAvwjw7U9xkbFzMiw
2445,1200241096,524626,174429,POINT (-0.2077045850531602 51.45513321639718),Fm6dGU-9oCRZwN_OsafuLw
2446,1200241312,528627,177381,POINT (-0.1490784962119848 51.4807683121253),cSZbNAAfrTdpW5xlBDEf8Q
2447,1200241326,527779,171122,POINT (-0.1635421231277449 51.424711269814544),LLZsmdbbkVGrJP1MCO9jtw
2448,1200241745,526065,172963,POINT (-0.1875265757215439 51.44163993027148),mg1qadn2L5TJ-riRbVorrA
2449,1200241868,525801,174129,POINT (-0.1909089454961436 51.45217748278892),sYlCPIJmuVhNETTfkr7WtA
2450,1200242255,525243,174928,POINT (-0.1986525462824705 51.45948174721025),91TwIu_iMTFP8sfyWM84mA
2451,1200242265,523529,172701,POINT (-0.2240876578724415 51.43984348466815),CAoSLEFGMVFpcFBaaVRYUndFVXpqdHZkSkd2M3NGdENiRld0bzdBQWUxQUZ2QVFX
2452,1200242751,522028,172707,POINT (-0.2456706329155005 51.4402224303398),R_gsjDkkM0tpQeeQvEoSrg
2453,1200242916,524136,174989,POINT (-0.2145568726556525 51.46027357326218),PDKKtsF3BeIdk9CIv5flYg
2454,1200243063,525315,174103,POINT (-0.197908753074366 51.45205148622569),Qu_OBuCML9dgPcVo23Lmqw
2455,1200243606,528021,172347,POINT (-0.1596210406887505 51.43566570068325),ekpix4jJFd-8fZOWXGLHmQ
2456,1200243815,528439,174208,POINT (-0.1529361565080021 51.4522957586011),trQmyFajZgFETp7GEHISQw
2457,1200244347,526954,171781,POINT (-0.1751656903841834 51.43081893340079),Gkq_fnsCBDfQCtxUpE9W4w
2458,1200244869,527759,172779,POINT (-0.1632324764117468 51.43960714442419),_zlo0KqoZryFUgas9Dk7SQ
2459,1200245471,528758,176946,POINT (-0.1473514868896077 51.476829280757244),LXSNQ6Nc-Y2QAiD1M_tPtw
2460,1200245502,526356,174879,POINT (-0.1826582259433955 51.4587942746213),ksamzp9-UFWEb36uGttUKg
2461,1200245709,525669,174425,POINT (-0.1927025691313271 51.4548669366476),eLzK3HAZ_Nhvtgczk776Sw
2462,1200245712,527735,171986,POINT (-0.1638633813741573 51.43248590718388),LP7NSZSAe8Wd-UZrKpB4sw
2463,1200245749,526178,172277,POINT (-0.1861458195357553 51.43544967780391),xZUpBtRRL29I_IsAHk8AHQ
2464,1200245797,527586,175144,POINT (-0.1648681456386594 51.46090018209321),zjm3IQP-g19PO03Gpcz-rQ
2465,1200245984,527716,175841,POINT (-0.1627463477224782 51.467134757762395),S_x-mn1YlaFl9_ib3AJAOA
2466,1200245992,526329,172036,POINT (-0.1840605382699811 51.43325018218243),mdaNf89E2oTMO8OGRenIjQ
2467,1200246670,529235,171201,POINT (-0.1425834235498538 51.425091415191716),_h7jeJHCIkYuKCD89iMDvA
2468,1200246814,528801,176310,POINT (-0.1469642889837345 51.471103898227476),6w0SUeIeF3zaJejxTMQxAQ
2469,1200246989,527679,171831,POINT (-0.1647243453274803 51.43110553926996),ddIgVp1Zxtw0__stPakHUQ
2470,1200247702,527732,171960,POINT (-0.1639158819199962 51.43225292219984),-wzaP7WYVH5-fBAE3Awa5w
2471,1200247756,528502,175761,POINT (-0.1514661817950908 51.466238048105254),-opy18WAgwcMVzD2QKqJcQ
2472,1200247779,527571,176955,POINT (-0.1644308709066332 51.47717882778746),SlQqUBttVkVz4_kVCV16EQ
2473,1200248053,522081,172729,POINT (-0.2449008824960315 51.44040874288471),bHGoJBFA1uwrJzBw5x7qvQ
2474,1200248620,522485,173028,POINT (-0.2389877578847576 51.44300881812452),FA3ZR8OsFKr9bo3LbdJ8mg
2475,1200248774,523976,175144,POINT (-0.2168044452498245 51.46170161593194),oQXforiT5IFsmN0slIaeqw
2476,1200249291,526229,172562,POINT (-0.185311005869833 51.43799963685144),9KA37hj3_h-h6g6Oj1GpiQ
2477,1200249911,527756,171526,POINT (-0.1637272073607471 51.428347180249666),CAoSLEFGMVFpcE9laDU4Mi0wNjZlR3c5UmJzcUFhYVJQX1JwNUR3LTRXWTAzUmRT
2478,1200250564,524470,174339,POINT (-0.209980284059442 51.454358658963656),a5WWDgs314mTtOdika7-wQ
2479,1200250574,526244,172083,POINT (-0.1852659240551727 51.433691501000126),HucSRLkYxPZuCizNWum3AQ
2480,1200250725,526781,174039,POINT (-0.1768450147518055 51.4511502795724),CrGz8IUDIEobHpCx1HArgA
2481,1200250773,526985,175221,POINT (-0.1734868100372467 51.461727197020934),HVkhk-bQ0mt7CQwYgWq8SQ
2482,1200250896,527554,175497,POINT (-0.1652012805520814 51.464079765861925),GlOQZZ7lWaxv94JO8PfNXw
2483,1200250970,526659,176101,POINT (-0.1778619005323066 51.46970870199878),6JCaEThMSZjsYs0Ioi8pdw
2484,1200251182,528121,171011,POINT (-0.1586659548983934 51.42363658527713),YQHnRjB1zHVJrLpKYHEd5g
2485,1200251264,527581,171678,POINT (-0.1661883569586424 51.429752586749714),TgfNxeka9amoHAHbOzn2Rg
2486,1200252060,528031,172339,POINT (-0.159480145623127 51.43559154769014),CAoSLEFGMVFpcE10czJqVFpncjdPWUtPM3V3aGtnUW9ENl9SVFdOUmtvV3ZMTkpX
2487,1200252149,526957,173736,POINT (-0.1744221432999921 51.44838782994318),m8ZCaWuJ1lZMzMkVvfoEVA
2488,1200252349,523816,174490,POINT (-0.2193351462621063 51.45585898776188),CAoSLEFGMVFpcE9URjBFNHpSdUZhb3FNSXNZeVZlNWhnWVVSYi1xYklsUk12RVdu
2489,1200252381,527918,172267,POINT (-0.1611308968975313 51.43496998964685),3_zKErNHP7ihYrmh3verhw
2490,1200252481,523843,174611,POINT (-0.2189044157543013 51.45694053708373),39EDdYKrUW8wVLQBXkiijA
2491,1200252549,525868,174643,POINT (-0.1897624972611014 51.45678194741016),3coBelFuNWD4jha-UtJcGQ
2492,1200252572,526524,171661,POINT (-0.181390677358415 51.42983657387293),E_X97ZSJG1kMagcers-eYw
2493,1200252688,528700,173596,POINT (-0.1494044290724921 51.44673659843474),aDDJCnKZmbN3qbGSesmrLw
2494,1200253011,525923,175200,POINT (-0.1887731490405329 51.461775504452845),XXdXp3AS6shn_WRKY_Ctow
2495,1200253042,524117,173855,POINT (-0.215227758334602 51.450086288874786),aUeUXroIJz5iQ6xq1vFxpQ
2496,1200253688,523672,173649,POINT (-0.2217003457562817 51.44833219438245),CAoSLEFGMVFpcE9XRkl4MGhTc3dVandMeWhzLWFMa2FtR0Fqa3dyLXJGZUNKdVpZ
2497,1200253861,527445,176687,POINT (-0.1663407978886364 51.47479871340156),6k_bPgIwOoHupSaGG66pyg
2498,1200253983,526846,171886,POINT (-0.1766808493823432 51.43178673349085),dnijxBvF5LFpzuuZYeFNTA
2499,1200254022,523654,173986,POINT (-0.2218415761109784 51.451364810489096),CAoSLEFGMVFpcFB6VjBRUy16UGlXT1NpTXlYVzNCWWhrVzJLRklHenVuX2Y4cmZ3
2500,1200254083,527649,173246,POINT (-0.1646460052111614 51.44382881920979),ya733xsDDS3kmoQy11Kp4A
2501,1200254170,527606,173556,POINT (-0.1651527244218355 51.44662444933594),3a1QnxbnJG4Vs6R9OLgSpA
2502,1200254458,526287,175401,POINT (-0.1834645959046395 51.463500872392544),U9MtxC-cQGSXseLVq3cNMA
2503,1200254546,522686,174701,POINT (-0.2355175273040351 51.45800106883504),dqx47rArKXqBzJ90FpYmUQ
2504,1200254716,527153,175342,POINT (-0.171026359117879 51.46277693713103),-2h5DlQb806Qh0S0JSKMmg
2505,1200255096,527711,175859,POINT (-0.1628117922136035 51.467297649077906),yC4gmRABcwGB4sSE0TC49A
2506,1200255288,521345,174675,POINT (-0.2548183598252119 51.458056153931636),bnAa6NBObxwxQY7LDC6cog
2507,1200255352,525688,174630,POINT (-0.1923564800349469 51.45670506906925),lI6mGknfYfzTV0AQSUBl3Q
2508,1200255358,522268,173846,POINT (-0.2418261804160309 51.45040727752966),py01uAeJm7CKMpplszTqwQ
2509,1200255421,527091,176154,POINT (-0.171626687026706 51.47008824009049),5MtNAMXfzkhZDLNDJjQwAg
2510,1200255468,525437,174702,POINT (-0.1959416976140242 51.45740775514823),iLta3q85XE-Odk49gFnGZg
2511,1200255706,526498,172546,POINT (-0.1814486591950418 51.43779589842574),TeimC87_ZEadK9XUuMOxxA
2512,1200255817,527541,175496,POINT (-0.165388677912594 51.46407370585378),vLxfWVsH99wWmQofkwJ3Rg
2513,1200256436,526617,174218,POINT (-0.1791399047623919 51.45279561284172),wedEwViDgdMUI8_GLWy8lQ
2514,1200256951,527947,172292,POINT (-0.1607049026997868 51.435188120664456),TToJL7_TSIMBS3MZpwWnKQ
2515,1200257286,526729,176040,POINT (-0.1768765007130224 51.46914483987094),piqY6n8hQqdfDTx1sm_ukQ
2516,1200257368,527192,173607,POINT (-0.1710885621412848 51.44717582857754),Cf0wUNdJEvEIDAhZ5u042Q
2517,1200257378,526561,172010,POINT (-0.1807341481501289 51.43296479411038),s0nJHPhWOVlAty7sd8wi2Q
2518,1200257581,527189,171630,POINT (-0.1718412480877696 51.42940924839508),2_BT6LCUh7sYs-d_qQ69WQ
2519,1200257636,525476,173705,POINT (-0.1957339547313111 51.448439007588895),Og1w60hUleyvdKe50VtIRw
2520,1200257724,525664,174583,POINT (-0.1927184118415865 51.456288000276004),EmSte3l8-CRi46D2ofpGjw
2521,1200257775,527892,172211,POINT (-0.1615249373849258 51.43447258557632),3QXwxg3sHAKzmoGrzhbrVw
2522,1200257925,523090,173301,POINT (-0.2301921834915482 51.44533131144),QwgA8jPZwjhlF6mMXaStBA
2523,1200257970,527912,175575,POINT (-0.1600223880413685 51.464700022977055),olqodunZ_I2ghSMnXr0Khg
2524,1200258085,528164,173987,POINT (-0.1569716527269626 51.45037191270675),riWJ9d7CpqPhkAzDoCvYgQ
2525,1200258247,527984,172330,POINT (-0.1601591831321844 51.435521274664985),CAoSK0FGMVFpcE9SUmZxZ1pqemd6cnZwaHVsaXpPWmNxQ1hSTy04OXVIVGMycXc.
2526,1200258516,523988,175112,POINT (-0.2166430103446392 51.46141140071227),3b980WH2sF5vm4U7PYA6qg
2527,1200258587,524392,175314,POINT (-0.2107596675049903 51.463138247427864),FybyBwx87isiKLyfTe-vpQ
2528,1200258860,527763,172061,POINT (-0.1634337806205918 51.43315362109722),nS8K4ekD6YJTLiegra9I2w
2529,1200258891,526169,174748,POINT (-0.185395090565813 51.45765864565621),PjPo2uH-EQDpKpkA9tv6yw
2530,1200259042,527699,175161,POINT (-0.1632363439271236 51.46102750183303),R-Grx_7ZjrSI8Qjp5oU2Gw
2531,1200259272,528715,171452,POINT (-0.1499673605669702 51.42746534703549),Ksxl0mfAZ-PbhBz6fwyxHQ
2532,1200259335,529404,171795,POINT (-0.1399372790685092 51.43039106962575),QOgiX5zz_htTHJ65DJ8sIQ
2533,1200259519,527713,175170,POINT (-0.1630316855830236 51.46110522830602),m4qmWP4QQYyYEFYLnb1Z_w
2534,1200259600,528778,173846,POINT (-0.1481917473823097 51.448965595055334),Gn3zlMva7ZVwh3_k2ZDoRQ
2535,1200259651,528373,174705,POINT (-0.1537052760326096 51.456777182826485),S0hbvQJdzff8hFJqOTacHg
2536,1200259664,528450,174646,POINT (-0.1526190338841147 51.45622950924571),2_VX9m99sg7vtStvh17g2A
2537,1200259727,525805,174905,POINT (-0.1905756624942318 51.45915054256968),QY8kQpcMj7L_L9RdN5xhsg
2538,1200259939,524470,174861,POINT (-0.2097967528898602 51.45904994549245),u3LA4XQpLEv0SRvjYgM6mg
2539,1200260112,523712,175130,POINT (-0.2206075441968344 51.461633502091125),Al5iQIoAB6LgbNG6nL-7KQ
2540,1200260324,527848,172195,POINT (-0.162163345832043 51.43433871563279),GcsmiLUCFPEO62_tz3giMA
2541,1200260621,528394,173701,POINT (-0.1537672310087803 51.44774961234202),p9SEabN8IBzgCbzGEPOZdw
2542,1200260721,528630,177381,POINT (-0.149035318487167 51.48076763055439),cSZbNAAfrTdpW5xlBDEf8Q
2543,1200261031,528758,172612,POINT (-0.1489278770120143 51.43788036071605),zkd9FCcwkUqnmFqzO6SP9w
2544,1200261155,527148,170977,POINT (-0.1726648144325683 51.423549929306105),EkfZd57bWwxIHP669z_Y4Q
2545,1200261294,527820,171065,POINT (-0.1629732874523731 51.42418977706712),wKBdrDJuwkGuUEBZrAO_sw
2546,1200261399,528665,177211,POINT (-0.1485934479290265 51.47923192223844),iS3NU7AQpXE4Pis1JFZC4g
2547,1200261737,528366,174705,POINT (-0.1538059715034573 51.456778768599854),Y7BaPuYPuaqWK4sJDSuQtQ
2548,1200262278,526289,175406,POINT (-0.1834340366957129 51.46354536154741),yg_cCUa6d6Anlogp--xykA
2549,1200262605,528656,177087,POINT (-0.1487680984341986 51.4781196041592),8ET-7ewtYbg0vf0CWHhM8w
2550,1200262689,524732,173280,POINT (-0.2065844509983487 51.44478368059209),Iqvvarv_mEiT-zTCyK07Ng
2551,1200262699,528641,176274,POINT (-0.1492797066205776 51.470816737024975),84GKejZMaAolLQ5GjdWAfA
2552,1200262985,528707,173638,POINT (-0.1492884946641087 51.447112456871665),9uJVxvCGiqRtn5QJ9x0twg
2553,1200263218,527595,171318,POINT (-0.1661166232539781 51.4265141300472),DGXqRQzkY6iZ1QCwzeTqjQ
2554,1200263232,526865,171501,POINT (-0.1765454365185953 51.428322483210735),sKIF7lDaw8MTpQkRwtOucg
2555,1200263264,522142,172797,POINT (-0.2440002243318958 51.44100674416979),CAoSLEFGMVFpcE1wM3FVZ1FrMjVHZm1TWWhlV3M3dFpFcndTZFE3TTVOVlFRVU00
2556,1200263292,527789,171463,POINT (-0.1632754961000382 51.427773568837324),eD0-i176_54mrLd6mT5Ncg
2557,1200263349,528611,173461,POINT (-0.1507334321483854 51.44554357204084),VUsKdfW9U3ISZIqAyQfrWw
2558,1200263494,529068,177227,POINT (-0.1427876109104806 51.479283988499986),ARdtIJCoJCfPqLx1dpPRew
2559,1200263679,525654,174876,POINT (-0.1927582615781281 51.45892342439639),VU4gFOBWeIV7uHl9_fyOfQ
2560,1200263737,526134,172401,POINT (-0.186734351259427 51.43657386112925),BBrE13LOyqBRy_V3pp90DQ
2561,1200263779,524037,175340,POINT (-0.2158581360379047 51.46344974791347),-yosRpFQrMaH2b6tqbXj-w
2562,1200263887,527730,171685,POINT (-0.1640437120440857 51.4297819612445),bt4ifgM0EGfKmdaDQkNVfw
2563,1200263938,527458,171492,POINT (-0.1680235500620212 51.42810866271932),IWYW_rkNW5e2S13i2ProYA
2564,1200264211,527795,171097,POINT (-0.1633211300241139 51.42448299183739),0rqakJx1BWNs08cf6GGf7Q
2565,1200264535,527763,172063,POINT (-0.1634330597981534 51.43317159498592),nS8K4ekD6YJTLiegra9I2w
2566,1200264558,525315,174086,POINT (-0.1979147691081555 51.451898705742025),jLB-Vkj3J-AQ838LzsMAHA
2567,1200264595,527927,175188,POINT (-0.1599464721097856 51.461218713113894),RsHUQFr1Rxf6oBbKUytvqg
2568,1200264679,527957,170679,POINT (-0.1611431707770108 51.42068993109958),quGJnb_Z2xNX7qIipy-S-g
2569,1200264901,529281,177345,POINT (-0.1396789572663824 51.48029583079809),CYBRgoQZ7obPv5VsBW7w1Q
2570,1200264997,527088,174986,POINT (-0.1720893548236916 51.459592169765145),AmzDSRF9AswQ6hpdobg1qw
2571,1200265166,525788,175091,POINT (-0.1907541247514938 51.4608259061864),F_KdHQv2b5lIiasWZiPRFg
2572,1200265246,527826,172163,POINT (-0.1624912033214076 51.434056092828634),5lX_Q6Vt4Irh37jccFgwFQ
2573,1200265709,523100,175865,POINT (-0.2291568015616525 51.46837241040873),x5XKmwF8WvsOKLxYzVqUZA
2574,1200265823,526690,176174,POINT (-0.1773896870977601 51.47035781678695),rE5csxRVvLFhdehHpWyN1A
2575,1200265834,526683,176230,POINT (-0.1774703582710203 51.47086265210707),A3P0qDXk-CSP9T7jae5SJw
2576,1200265872,527520,176397,POINT (-0.1653660485906848 51.47217563105485),n9PaA1VSe-N3CuyHzx2iPA
2577,1200266147,528363,171959,POINT (-0.1548441127576074 51.43210147268092),dAUh0A9IdeWckrtNzf991Q
2578,1200266238,527760,175110,POINT (-0.1623771788159475 51.46055541809819),i4DdZnt0pB8U2iq0iGGb-g
2579,1200266267,528533,171425,POINT (-0.1525935514069361 51.427263969640485),TRioTtR45vpMIlvCOAGG0w
2580,1200266292,527729,175533,POINT (-0.1626704841730446 51.464363864416896),j7VuXQYb56EawHZVbQfeZA
2581,1200266513,526413,173158,POINT (-0.1824525700552684 51.44331491573998),8IbstOVtEMVW0y7TrlwY7Q
2582,1200266589,526247,171953,POINT (-0.185269086854053 51.432522516215656),Ctnn10LRUVb1Ps-YnI5LIA
2583,1200266617,524060,175680,POINT (-0.2154080158057513 51.466500344015635),7Y3TMhSBtdtDnhCCwOQY2Q
2584,1200266809,527022,177322,POINT (-0.1722000201960233 51.48060044628366),CAoSLEFGMVFpcE9NdzhlSlNUYnFlaWxyWGJTT1dkOWtFWF9QazVqbm84Qi1Id0x4
2585,1200267340,528781,177071,POINT (-0.1469749601192553 51.4779473995115),JhAGN_cFXxujH2guNF3-Pg
2586,1200267867,527877,175572,POINT (-0.1605270386230406 51.464680964071846),WHIAj-_IqUHcZ5wXsC1jmw
2587,1200267885,523618,173300,POINT (-0.222598821040154 51.44520743501473),3uP1xKFU-tWLW_urTQomOQ
2588,1200267902,527746,172008,POINT (-0.163697300953474 51.43268114244009),pdY6drW_U0ZYgE64OXJMbA
2589,1200268108,528551,171992,POINT (-0.1521292126114353 51.432355459057185),-BplxOSIs152YIDy3butxg
2590,1200268311,529063,177228,POINT (-0.1428592061475528 51.47929411502203),aHM8xoa3KdQO1vtg3rOu_w
2591,1200268692,526792,175069,POINT (-0.1763179158510408 51.46040440316462),dpO4Qt_6ZisbC1xQtiAI2w
2592,1200268798,523328,175880,POINT (-0.2258708142805062 51.46845762278401),y82Yy1LMUKbIcgT_6Scrdg
2593,1200268861,526632,175774,POINT (-0.1783674592428858 51.466776001638),O0EC8u1wfl5IsY7WkCwEnw
2594,1200269176,527732,171962,POINT (-0.1639151613099418 51.43227089609619),-AlM58vFAw2-hsUlEHRWLA
2595,1200269210,523695,174125,POINT (-0.221203282446943 51.452605085070836),CAoSLEFGMVFpcE9jLUdvLWx2b25kaFVVQlBhbUZtajg5NEZDa21hdDlHVE52VElU
2596,1200269268,528592,173446,POINT (-0.1510121260536742 51.44541307940461),GtIzoKFK9kgn854q9WEaRg
2597,1200269439,529404,171685,POINT (-0.139977426280418 51.42940251827502),sqE_DA8qvqejy6AkuUZnsQ
2598,1200269549,525188,174649,POINT (-0.1995424609730063 51.45698650487322),PsIDd_tD609HwSOahCPvmg
2599,1200269607,527528,172220,POINT (-0.1667553486928929 51.43463543954831),dJLQQypMwzxXaB-Hi14U7w
2600,1200269808,522944,174416,POINT (-0.2319048938814684 51.455383784850085),X2LCZZUpQxuxx2_7cRlYWw
2601,1200269957,522948,175328,POINT (-0.2315305735977992 51.46357928081954),pzxjC64SdomRmBNKWCHiVQ
2602,1200270080,527070,174975,POINT (-0.172352253650307 51.459497350420754),btgyyRxE4hJxId_FV0KI9A
